Time,Port,ListenerID,NetworkID,Line,Error
1781131272.864008,COM5,1,1,"dwm> POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131272.868895,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131272.8722162,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131272.8779001,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131272.883014,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131272.8912551,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131272.9184132,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131272.9305084,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.0002801,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.091813,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.192058,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.2913334,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.391524,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.4912796,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.5913227,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.6909885,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.791201,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.892057,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131273.9912527,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131274.0917375,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131274.191575,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131274.2911298,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131274.390518,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131274.4912305,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131274.591165,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131274.6915758,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131274.7918937,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131274.8910556,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131274.9907103,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131275.0904558,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131275.1920507,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131275.2907326,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131275.3907568,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131275.491194,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131275.5909002,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131275.6914525,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131275.7909954,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131275.8909864,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131275.990714,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131276.0911088,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131276.191955,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131276.2920797,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131276.3909466,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131276.4920502,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131276.591264,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131276.6923652,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131276.7917373,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131276.8919783,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131276.9907625,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131277.0908241,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131277.1906,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131277.29078,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131277.3907645,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131277.4913042,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131277.5914693,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
1781131277.6906507,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x08",Could not parse tag position line.
