Time,Tag1_X,Tag1_Y,Tag1_Z,Tag1_Quality,Tag1_ID,Tag2_X,Tag2_Y,Tag2_Z,Tag2_Quality,Tag2_ID,Fused_X,Fused_Y,Fused_Z,Fused_Quality,FusionMode,PositionType
1780083247.4484863,,,,,,-1.0685,0.04500000000000001,0.327,79.0,4D18,-1.0685,0.04500000000000001,0.327,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
1780083247.4511228,,,,,,-1.0885,0.04500000000000001,0.327,79.0,4D18,-1.0885,0.04500000000000001,0.327,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
1780083247.4543867,,,,,,-1.0885,0.035,0.317,79.0,4D18,-1.0885,0.035,0.317,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
1780083247.4572139,,,,,,-1.0685,0.035,0.297,79.0,4D18,-1.0685,0.035,0.297,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
1780083247.4599066,,,,,,-1.0785,0.035,0.307,79.0,4D18,-1.0785,0.035,0.307,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
1780083247.4628842,,,,,,-1.0785,0.035,0.327,79.0,4D18,-1.0785,0.035,0.327,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
1780083247.4664886,,,,,,-1.0985,0.024999999999999994,0.33699999999999997,79.0,4D18,-1.0985,0.024999999999999994,0.33699999999999997,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
1780083247.4696267,,,,,,-1.1185,0.024999999999999994,0.33699999999999997,79.0,4D18,-1.1185,0.024999999999999994,0.33699999999999997,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
1780083247.4720712,,,,,,-1.0985,0.035,0.347,79.0,4D18,-1.0985,0.035,0.347,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
1780083247.4785738,,,,,,-1.0985,0.035,0.33699999999999997,79.0,4D18,-1.0985,0.035,0.33699999999999997,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
