Time,Port,ListenerID,NetworkID,Line,Error
1781456871.6032658,COM5,1,1,"dwm> POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.6065254,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.6087515,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.611063,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.6132586,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.6155899,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.6194506,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.6222858,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.6251903,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.6277986,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.686737,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.8863273,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456871.9859781,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456872.0862505,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456872.1863537,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456872.2860777,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456872.3867784,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456872.4863145,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456872.587221,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456872.6873157,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456872.7869494,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456872.889285,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456872.9867394,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456873.0876164,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456873.1901543,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456873.287247,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456873.3859806,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456873.4862525,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456873.5860577,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
