Time,Filt_X,Filt_Y,Filt_Z
1775074263.261,-0.1600,1.3000,2.1800
1775074263.656,-0.1630,1.3020,2.1800
1775074263.871,-0.1717,1.3048,2.1740
1775074263.887,-0.1845,1.3083,2.1766
1775074263.903,-0.2041,1.3135,2.1679
1775074264.009,-0.2327,1.3181,2.1651
1775074264.034,-0.2664,1.3233,2.1556
1775074264.057,-0.3058,1.3310,2.1411
1775074264.085,-0.3532,1.3369,2.1380
1775074264.195,-0.4119,1.3442,2.1292
1775074264.233,-0.4737,1.3528,2.1302
1775074264.370,-0.5463,1.3595,2.1262
1775074264.434,-0.6307,1.3626,2.1216
1775074264.548,-0.7216,1.3583,2.1224
1775074264.633,-0.8135,1.3445,2.1212
1775074264.755,-0.9011,1.3230,2.1171
1775074264.924,-0.9880,1.2917,2.1064
1775074264.967,-1.0672,1.2545,2.0907
1775074265.102,-1.1505,1.2081,2.0737
1775074265.131,-1.2344,1.1543,2.0703
1775074265.293,-1.3040,1.1009,2.0603
1775074265.330,-1.3636,1.0468,2.0542
1775074265.482,-1.4092,0.9951,2.0428
1775074265.529,-1.4443,0.9486,2.0275
1775074265.670,-1.4759,0.9067,2.0148
1775074265.734,-1.5063,0.8691,2.0033
1775074265.880,-1.5327,0.8381,1.9890
1775074265.929,-1.5624,0.8143,1.9691
1775074266.064,-1.5982,0.7969,1.9462
1775074266.134,-1.6443,0.7872,1.9366
1775074266.229,-1.7109,0.7835,1.9269
1775074266.335,-1.7948,0.7891,1.9262
1775074266.453,-1.8893,0.8132,1.9326
1775074266.604,-1.9714,0.8529,1.9353
1775074266.631,-2.0313,0.9026,1.9278
1775074266.805,-2.0661,0.9524,1.9110
1775074266.834,-2.0885,0.9971,1.8939
1775074266.995,-2.1017,1.0334,1.8755
1775074267.033,-2.1115,1.0611,1.8590
1775074267.179,-2.1204,1.0850,1.8381
1775074267.229,-2.1293,1.1085,1.8133
1775074267.365,-2.1434,1.1386,1.7919
1775074267.435,-2.1600,1.1808,1.7697
1775074267.564,-2.1930,1.2317,1.7648
1775074267.630,-2.2297,1.2935,1.7593
1775074267.750,-2.2798,1.3622,1.7564
1775074267.829,-2.3358,1.4329,1.7417
1775074267.929,-2.3992,1.5026,1.7276
1775074268.105,-2.4663,1.5694,1.7088
1775074268.134,-2.5357,1.6334,1.6899
1775074268.290,-2.6061,1.6931,1.6749
1775074268.334,-2.6755,1.7508,1.6614
1775074268.462,-2.7449,1.8067,1.6543
1775074268.535,-2.8124,1.8610,1.6539
1775074268.649,-2.8752,1.9109,1.6505
1775074268.730,-2.9307,1.9598,1.6504
1775074268.836,-2.9836,2.0039,1.6464
1775074268.991,-3.0362,2.0425,1.6457
1775074269.030,-3.0866,2.0762,1.6442
1775074269.172,-3.1310,2.1046,1.6328
1775074269.234,-3.1699,2.1291,1.6175
1775074269.352,-3.2149,2.1472,1.6197
1775074269.431,-3.2554,2.1615,1.6138
1775074269.531,-3.2939,2.1744,1.6084
1775074269.707,-3.3255,2.1849,1.6015
1775074269.732,-3.3489,2.1944,1.5964
1775074269.890,-3.3650,2.2040,1.5948
1775074269.930,-3.3715,2.2136,1.5893
1775074270.065,-3.3824,2.2212,1.5963
1775074270.130,-3.3841,2.2281,1.5977
1775074270.253,-3.3747,2.2363,1.5879
1775074270.330,-3.3612,2.2447,1.5751
1775074270.444,-3.3491,2.2552,1.5676
1775074270.529,-3.3422,2.2647,1.5759
1775074270.631,-3.3320,2.2792,1.5793
1775074270.806,-3.3228,2.3003,1.5904
