pc_timestamp,time_ms,packet_type,uwb_new,uwb_valid,uwb_x,uwb_y,uwb_z,uwb_quality,a0_id,a0_distance,a1_id,a1_distance,a2_id,a2_distance,a3_id,a3_distance,a4_id,a4_distance,a5_id,a5_distance,a6_id,a6_distance,a7_id,a7_distance,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,battery_v
1781375493.797001,534801,FAST,0,1,-2.2490,2.8910,1.4500,71,0x4C09,0.7230,0xC6A2,7.3310,0xCB91,6.8340,0xC627,7.9730,,nan,,nan,,nan,,nan,0.01416,-0.00903,0.99805,-0.12207,-0.18311,-0.61035,3.722
1781375493.7976027,534821,FAST,0,1,-2.2490,2.8910,1.4500,71,0x4C09,0.7230,0xC6A2,7.3310,0xCB91,6.8340,0xC627,7.9730,,nan,,nan,,nan,,nan,0.01440,-0.00635,0.99707,0.00000,-0.12207,-0.42725,3.722
1781375493.7977204,534841,FAST,0,1,-2.2490,2.8910,1.4500,71,0x4C09,0.7230,0xC6A2,7.3310,0xCB91,6.8340,0xC627,7.9730,,nan,,nan,,nan,,nan,0.01294,-0.00928,0.99780,0.00000,-0.24414,-0.36621,3.722
1781375493.797821,534861,FAST,0,1,-2.2490,2.8910,1.4500,71,0x4C09,0.7230,0xC6A2,7.3310,0xCB91,6.8340,0xC627,7.9730,,nan,,nan,,nan,,nan,0.01465,-0.00952,0.99585,0.00000,-0.06104,-0.48828,3.722
1781375493.7979093,534881,FAST,0,1,-2.2490,2.8910,1.4500,71,0x4C09,0.7230,0xC6A2,7.3310,0xCB91,6.8340,0xC627,7.9730,,nan,,nan,,nan,,nan,0.01392,-0.01025,0.99561,-0.12207,-0.18311,-0.42725,3.722
1781375493.7979932,534891,UWB,1,1,-2.2490,2.8910,1.4500,0,0x4C09,0.6950,0xC6A2,6.7080,0xCB91,6.7880,0xD52B,1.6760,,nan,,nan,,nan,,nan,0.01392,-0.01025,0.99561,-0.12207,-0.18311,-0.42725,3.722
1781375493.7980945,534901,FAST,0,1,-2.2490,2.8910,1.4500,0,0x4C09,0.6950,0xC6A2,6.7080,0xCB91,6.7880,0xD52B,1.6760,,nan,,nan,,nan,,nan,0.01514,-0.00854,0.99658,-0.06104,-0.24414,-0.36621,3.722
1781375493.7981677,534921,FAST,0,1,-2.2490,2.8910,1.4500,0,0x4C09,0.6950,0xC6A2,6.7080,0xCB91,6.7880,0xD52B,1.6760,,nan,,nan,,nan,,nan,0.01196,-0.00977,0.99731,0.00000,-0.12207,-0.30518,3.718
1781375493.798244,534941,FAST,0,1,-2.2490,2.8910,1.4500,0,0x4C09,0.6950,0xC6A2,6.7080,0xCB91,6.7880,0xD52B,1.6760,,nan,,nan,,nan,,nan,0.01514,-0.00854,0.99438,-0.12207,-0.12207,-0.30518,3.718
1781375493.798315,534961,FAST,0,1,-2.2490,2.8910,1.4500,0,0x4C09,0.6950,0xC6A2,6.7080,0xCB91,6.7880,0xD52B,1.6760,,nan,,nan,,nan,,nan,0.01318,-0.00977,0.99634,-0.06104,-0.18311,-0.36621,3.718
1781375493.7983828,534981,FAST,0,1,-2.2490,2.8910,1.4500,0,0x4C09,0.6950,0xC6A2,6.7080,0xCB91,6.7880,0xD52B,1.6760,,nan,,nan,,nan,,nan,0.01343,-0.00854,0.99634,-0.18311,-0.24414,-0.36621,3.718
1781375493.7984507,534991,UWB,1,1,-2.2490,2.8910,1.4500,0,0x4C09,0.7000,0xC6A2,6.6800,0xCB91,7.4300,0xC627,7.9260,,nan,,nan,,nan,,nan,0.01343,-0.00854,0.99634,-0.18311,-0.24414,-0.36621,3.718
1781375493.798528,535001,FAST,0,1,-2.2490,2.8910,1.4500,0,0x4C09,0.7000,0xC6A2,6.6800,0xCB91,7.4300,0xC627,7.9260,,nan,,nan,,nan,,nan,0.01392,-0.01025,0.99683,-0.18311,-0.12207,-0.48828,3.718
1781375493.7985973,535021,FAST,0,1,-2.2490,2.8910,1.4500,0,0x4C09,0.7000,0xC6A2,6.6800,0xCB91,7.4300,0xC627,7.9260,,nan,,nan,,nan,,nan,0.01392,-0.00952,0.99878,0.00000,-0.18311,-0.42725,3.718
1781375493.7986677,535041,FAST,0,1,-2.2490,2.8910,1.4500,0,0x4C09,0.7000,0xC6A2,6.6800,0xCB91,7.4300,0xC627,7.9260,,nan,,nan,,nan,,nan,0.01440,-0.00977,0.99512,0.00000,-0.30518,-0.42725,3.718
1781375493.8019037,535063,FAST,0,1,-2.2490,2.8910,1.4500,0,0x4C09,0.7000,0xC6A2,6.6800,0xCB91,7.4300,0xC627,7.9260,,nan,,nan,,nan,,nan,0.01221,-0.00977,0.99756,0.00000,-0.24414,-0.42725,3.718
1781375493.8204148,535081,FAST,0,1,-2.2490,2.8910,1.4500,0,0x4C09,0.7000,0xC6A2,6.6800,0xCB91,7.4300,0xC627,7.9260,,nan,,nan,,nan,,nan,0.01416,-0.00879,0.99487,0.06104,-0.12207,-0.30518,3.718
1781375493.8304417,535091,UWB,1,1,-2.3870,2.9170,1.3680,81,0xC627,8.0150,0xC6A2,6.6520,0x4C09,0.5400,0xCB91,6.8060,,nan,,nan,,nan,,nan,0.01416,-0.00879,0.99487,0.06104,-0.12207,-0.30518,3.718
1781375493.8435266,535101,FAST,0,1,-2.3870,2.9170,1.3680,81,0xC627,8.0150,0xC6A2,6.6520,0x4C09,0.5400,0xCB91,6.8060,,nan,,nan,,nan,,nan,0.01343,-0.00879,0.99805,-0.06104,-0.18311,-0.36621,3.718
1781375493.970213,535121,FAST,0,1,-2.3870,2.9170,1.3680,81,0xC627,8.0150,0xC6A2,6.6520,0x4C09,0.5400,0xCB91,6.8060,,nan,,nan,,nan,,nan,0.01416,-0.00854,0.99609,0.06104,-0.12207,-0.42725,3.718
1781375493.9703908,535141,FAST,0,1,-2.3870,2.9170,1.3680,81,0xC627,8.0150,0xC6A2,6.6520,0x4C09,0.5400,0xCB91,6.8060,,nan,,nan,,nan,,nan,0.01416,-0.01025,0.99683,0.12207,-0.18311,-0.30518,3.718
1781375493.9704714,535161,FAST,0,1,-2.3870,2.9170,1.3680,81,0xC627,8.0150,0xC6A2,6.6520,0x4C09,0.5400,0xCB91,6.8060,,nan,,nan,,nan,,nan,0.01392,-0.00952,0.99683,0.00000,-0.18311,-0.48828,3.718
1781375493.9705434,535181,FAST,0,1,-2.3870,2.9170,1.3680,81,0xC627,8.0150,0xC6A2,6.6520,0x4C09,0.5400,0xCB91,6.8060,,nan,,nan,,nan,,nan,0.01465,-0.01001,0.99634,0.00000,-0.18311,-0.30518,3.718
1781375493.9706125,535191,UWB,1,1,-2.3870,2.9170,1.3680,0,0x4C09,0.7280,0xD52B,1.7180,0xCB91,7.1250,0xC6A2,6.6240,,nan,,nan,,nan,,nan,0.01465,-0.01001,0.99634,0.00000,-0.18311,-0.30518,3.718
1781375493.9707103,535201,FAST,0,1,-2.3870,2.9170,1.3680,0,0x4C09,0.7280,0xD52B,1.7180,0xCB91,7.1250,0xC6A2,6.6240,,nan,,nan,,nan,,nan,0.01367,-0.00977,0.99805,0.06104,-0.18311,-0.30518,3.718
1781375493.970782,535221,FAST,0,1,-2.3870,2.9170,1.3680,0,0x4C09,0.7280,0xD52B,1.7180,0xCB91,7.1250,0xC6A2,6.6240,,nan,,nan,,nan,,nan,0.01562,-0.01025,0.99536,-0.12207,-0.18311,-0.36621,3.718
1781375493.98014,535241,FAST,0,1,-2.3870,2.9170,1.3680,0,0x4C09,0.7280,0xD52B,1.7180,0xCB91,7.1250,0xC6A2,6.6240,,nan,,nan,,nan,,nan,0.01294,-0.01025,0.99609,-0.12207,-0.06104,-0.36621,3.718
1781375494.0001028,535261,FAST,0,1,-2.3870,2.9170,1.3680,0,0x4C09,0.7280,0xD52B,1.7180,0xCB91,7.1250,0xC6A2,6.6240,,nan,,nan,,nan,,nan,0.01465,-0.00977,0.99536,-0.12207,-0.12207,-0.30518,3.718
1781375494.086249,535281,FAST,0,1,-2.3870,2.9170,1.3680,0,0x4C09,0.7280,0xD52B,1.7180,0xCB91,7.1250,0xC6A2,6.6240,,nan,,nan,,nan,,nan,0.01318,-0.00903,0.99609,0.06104,-0.06104,-0.54932,3.718
1781375494.086466,535291,UWB,1,1,-2.3680,3.0250,1.1850,59,0x4C09,0.7420,0xC6A2,6.6700,0xCB91,7.2420,0xC627,8.0150,,nan,,nan,,nan,,nan,0.01318,-0.00903,0.99609,0.06104,-0.06104,-0.54932,3.718
1781375494.0865872,535301,FAST,0,1,-2.3680,3.0250,1.1850,59,0x4C09,0.7420,0xC6A2,6.6700,0xCB91,7.2420,0xC627,8.0150,,nan,,nan,,nan,,nan,0.01440,-0.00928,0.99683,0.00000,-0.06104,-0.30518,3.718
1781375494.0866785,535321,FAST,0,1,-2.3680,3.0250,1.1850,59,0x4C09,0.7420,0xC6A2,6.6700,0xCB91,7.2420,0xC627,8.0150,,nan,,nan,,nan,,nan,0.01416,-0.01074,0.99634,-0.06104,-0.12207,-0.67139,3.718
