Time,Port,ListenerID,NetworkID,Line,Error
1781456896.7434406,COM5,1,1,"dwm> POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.7476459,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.7535546,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.7598996,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.7636545,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.7692974,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.7759006,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.7791085,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.7849443,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.790393,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.79724,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.8870244,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456896.9868083,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456897.0874379,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456897.1862988,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456897.286363,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456897.3862555,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456897.486905,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456897.5864446,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456897.6862328,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456897.787176,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456897.8861957,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456897.9864228,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456898.087719,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456898.1866426,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456898.2866194,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456898.3867369,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456898.4876375,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456898.586499,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456898.6866124,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456898.7865357,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456898.8862493,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456898.9860106,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456899.0865664,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456899.1862888,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456899.2862544,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456899.3866987,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456899.4878092,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456899.5869243,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456899.6892188,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456899.7869196,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456899.8863208,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456899.9877825,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456900.086129,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456900.1869226,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456900.2864332,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456900.386675,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456900.4866524,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456900.5868852,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456900.697546,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456900.7866278,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456900.8861818,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456900.9869726,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456901.0878901,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456901.1862693,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456901.286112,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456901.3911285,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456901.4873462,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456901.5862129,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456901.6969268,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456901.7863743,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456901.8867605,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456901.986457,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456902.0864012,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456902.1867123,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456902.287263,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456902.386734,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456902.4866683,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456902.589037,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456902.6858723,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456902.787068,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456902.8866274,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456902.9866726,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456903.0873075,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456903.186944,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456903.2860818,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456903.386774,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456903.4863405,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456903.5971737,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456903.6866481,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456903.7872548,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456903.8952763,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456903.9862506,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456904.0870867,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456904.1867194,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456904.2869818,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456904.3860686,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456904.4866557,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456904.5868704,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456904.6860547,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456904.7873049,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456904.8968809,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
1781456904.9871297,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x05",Could not parse tag position line.
