Time,Filt_X,Filt_Y,Filt_Z
1779984373.313,-0.1600,0.0300,0.4900
1779984373.413,-0.1516,0.0384,0.4900
1779984373.614,-0.1507,0.0339,0.4954
1779984373.728,-0.1361,0.0320,0.4977
1779984373.812,-0.1094,0.0263,0.4944
1779984373.914,-0.0935,0.0229,0.4877
1779984374.013,-0.1028,0.0255,0.4931
1779984374.113,-0.1041,0.0272,0.4963
1779984374.214,-0.1190,0.0282,0.5028
1779984374.314,-0.1279,0.0289,0.5021
1779984374.413,-0.1471,0.0293,0.5061
1779984374.514,-0.1448,0.0341,0.5085
1779984375.214,-0.1434,0.0369,0.5099
1779984375.317,-0.1470,0.0386,0.5061
1779984375.413,-0.1310,0.0396,0.5038
1779984375.803,-0.1214,0.0357,0.5024
1779984375.813,-0.1157,0.0333,0.5015
1779984375.833,-0.1168,0.0319,0.5010
1779984375.851,-0.1175,0.0310,0.4962
1779984375.924,-0.1180,0.0305,0.4977
1779984376.104,-0.1184,0.0346,0.4942
1779984376.116,-0.1186,0.0327,0.4921
1779984376.225,-0.1233,0.0315,0.4953
1779984376.344,-0.1305,0.0308,0.4973
1779984376.413,-0.1483,0.0348,0.5029
1779984376.514,-0.1501,0.0372,0.5019
1779984376.613,-0.1377,0.0342,0.4968
1779984376.713,-0.1302,0.0324,0.4937
1779984376.813,-0.1389,0.0358,0.4829
1779984376.913,-0.1531,0.0378,0.4854
1779984377.013,-0.1749,0.0434,0.4869
1779984377.113,-0.1836,0.0468,0.4879
1779984377.235,-0.1842,0.0444,0.4885
1779984377.314,-0.1755,0.0428,0.4844
1779984377.423,-0.1656,0.0374,0.4865
1779984377.514,-0.1596,0.0386,0.4877
1779984377.617,-0.1425,0.0349,0.4885
1779984377.713,-0.1544,0.0371,0.4979
1779984377.816,-0.1571,0.0339,0.5035
1779984377.913,-0.1588,0.0321,0.5069
1779984378.013,-0.1597,0.0309,0.5089
1779984378.114,-0.1514,0.0258,0.5056
1779984378.213,-0.1463,0.0272,0.4992
1779984378.313,-0.1388,0.0325,0.4908
1779984378.413,-0.1299,0.0358,0.4857
1779984378.513,-0.1157,0.0377,0.4783
1779984378.614,-0.1028,0.0345,0.4738
1779984378.713,-0.0862,0.0325,0.4756
1779984378.814,-0.0720,0.0313,0.4768
1779984378.914,-0.0636,0.0306,0.4731
1779984379.013,-0.0588,0.0301,0.4754
1779984379.113,-0.0651,0.0255,0.4768
1779984379.213,-0.0736,0.0227,0.4866
1779984379.323,-0.0922,0.0254,0.4881
1779984379.412,-0.0992,0.0272,0.4891
1779984379.515,-0.1123,0.0327,0.4940
1779984379.612,-0.1203,0.0360,0.4926
1779984379.713,-0.1251,0.0380,0.4872
1779984379.813,-0.1324,0.0392,0.4929
1779984379.913,-0.1545,0.0399,0.4963
1779984380.014,-0.1722,0.0447,0.5028
1779984380.114,-0.1693,0.0431,0.5022
1779984380.213,-0.1719,0.0422,0.5018
1779984380.315,-0.1732,0.0415,0.5015
1779984380.414,-0.1916,0.0456,0.5013
1779984380.513,-0.1980,0.0480,0.5011
1779984380.628,-0.1928,0.0494,0.4965
1779984380.713,-0.1761,0.0458,0.5026
1779984380.813,-0.1659,0.0435,0.5018
1779984380.913,-0.1685,0.0422,0.4969
1779984381.014,-0.1566,0.0413,0.4939
1779984381.114,-0.1539,0.0364,0.5010
1779984381.214,-0.1611,0.0334,0.5052
1779984381.314,-0.1743,0.0316,0.5122
1779984381.413,-0.1734,0.0350,0.5120
1779984381.514,-0.1594,0.0326,0.5117
1779984381.613,-0.1553,0.0312,0.5160
1779984381.714,-0.1484,0.0303,0.5185
1779984381.813,-0.1443,0.0299,0.5111
1779984381.913,-0.1551,0.0340,0.5065
1779984382.013,-0.1617,0.0366,0.4993
1779984382.113,-0.1701,0.0426,0.4950
1779984382.213,-0.1574,0.0462,0.4924
1779984382.313,-0.1586,0.0483,0.4908
1779984382.413,-0.1504,0.0451,0.4944
1779984382.513,-0.1544,0.0476,0.5054
1779984382.612,-0.1523,0.0446,0.5121
1779984382.720,-0.1555,0.0428,0.5028
1779984382.812,-0.1531,0.0461,0.4927
1779984382.914,-0.1427,0.0481,0.4867
1779984383.014,-0.1364,0.0449,0.4919
1779984383.114,-0.1283,0.0473,0.4907
1779984383.214,-0.1323,0.0443,0.4944
1779984383.313,-0.1437,0.0469,0.5011
1779984383.413,-0.1418,0.0485,0.5008
1779984383.514,-0.1407,0.0450,0.5005
1779984383.614,-0.1533,0.0429,0.5004
1779984383.715,-0.1699,0.0460,0.5092
1779984383.813,-0.1798,0.0435,0.5100
1779984383.914,-0.1680,0.0419,0.5060
1779984384.014,-0.1563,0.0410,0.4992
1779984384.113,-0.1580,0.0404,0.4995
1779984384.214,-0.1458,0.0312,0.4996
1779984384.313,-0.1428,0.0257,0.5042
1779984384.413,-0.1411,0.0224,0.5025
1779984384.513,-0.1312,0.0249,0.5059
1779984384.613,-0.1386,0.0310,0.5079
1779984384.716,-0.1564,0.0346,0.5092
1779984384.813,-0.1539,0.0325,0.5054
1779984384.914,-0.1524,0.0312,0.5031
