Time,Filt_X,Filt_Y,Filt_Z
1775074019.848,-2.6900,1.4400,1.9100
1775074020.355,-2.6870,1.4410,1.9100
1775074020.380,-2.6813,1.4449,1.9080
1775074020.399,-2.6692,1.4504,1.9002
1775074020.415,-2.6543,1.4564,1.8922
1775074020.531,-2.6368,1.4617,1.8810
1775074020.563,-2.6201,1.4686,1.8689
1775074020.596,-2.6061,1.4747,1.8610
1775074020.634,-2.5945,1.4822,1.8519
1775074020.736,-2.5821,1.4880,1.8377
1775074020.893,-2.5709,1.4942,1.8239
1775074020.936,-2.5588,1.4988,1.8085
1775074021.073,-2.5489,1.5039,1.7947
1775074021.136,-2.5420,1.5085,1.7832
1775074021.296,-2.5348,1.5117,1.7689
1775074021.501,-2.5283,1.5145,1.7600
1775074021.533,-2.5235,1.5170,1.7540
1775074021.563,-2.5181,1.5193,1.7436
1775074021.694,-2.5183,1.5204,1.7432
1775074021.734,-2.5175,1.5214,1.7489
1775074021.872,-2.5187,1.5202,1.7650
1775074021.931,-2.5189,1.5182,1.7835
1775074022.064,-2.5290,1.5164,1.8002
1775074022.135,-2.5501,1.5187,1.8162
1775074022.239,-2.5551,1.5279,1.8395
1775074022.330,-2.5706,1.5441,1.8606
1775074022.431,-2.5745,1.5677,1.8845
1775074022.608,-2.5821,1.5989,1.9041
1775074022.634,-2.5879,1.6360,1.9177
1775074022.809,-2.6061,1.6824,1.9349
1775074022.838,-2.6335,1.7322,1.9564
1775074022.985,-2.6581,1.7830,1.9618
1775074023.033,-2.6973,1.8327,1.9786
1775074023.184,-2.7366,1.8874,1.9707
1775074023.237,-2.7889,1.9387,1.9657
1775074023.367,-2.8410,1.9818,1.9601
1775074023.435,-2.8879,2.0196,1.9441
1775074023.554,-2.9311,2.0547,1.9167
1775074023.634,-2.9700,2.0862,1.8840
1775074023.757,-3.0030,2.1146,1.8456
1775074023.833,-3.0377,2.1391,1.8160
1775074023.955,-3.0729,2.1602,1.7944
1775074024.039,-3.1016,2.1902,1.7600
