Time,Tag1_X,Tag1_Y,Tag1_Z,Tag1_Quality,Tag1_ID,Tag2_X,Tag2_Y,Tag2_Z,Tag2_Quality,Tag2_ID,Fused_X,Fused_Y,Fused_Z,Fused_Quality,FusionMode,PositionType
1780084225.2609525,4.5685,3.405,1.5770000000000002,90.0,4CAD,,,,,,4.5685,3.405,1.5770000000000002,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.265223,4.5585,3.425,1.5570000000000002,92.0,4CAD,,,,,,4.5585,3.425,1.5570000000000002,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.2691565,4.5585,3.425,1.5570000000000002,92.0,4CAD,,,,,,4.5585,3.425,1.5570000000000002,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.2725682,4.5585,3.415,1.5770000000000002,93.0,4CAD,,,,,,4.5585,3.415,1.5770000000000002,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.275927,4.5685,3.415,1.5770000000000002,92.0,4CAD,,,,,,4.5685,3.415,1.5770000000000002,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.279132,4.5585,3.415,1.5670000000000002,92.0,4CAD,,,,,,4.5585,3.415,1.5670000000000002,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.284974,4.5685,3.405,1.6070000000000002,94.0,4CAD,,,,,,4.5685,3.405,1.6070000000000002,94.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.2880645,4.5785,3.405,1.677,95.0,4CAD,,,,,,4.5785,3.405,1.677,95.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.2940028,4.5785,3.405,1.657,92.0,4CAD,,,,,,4.5785,3.405,1.657,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.2992663,4.5785,3.405,1.657,93.0,4CAD,,,,,,4.5785,3.405,1.657,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.3040564,4.5685,3.415,1.617,91.0,4CAD,,,,,,4.5685,3.415,1.617,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.3097925,4.5685,3.415,1.5470000000000002,89.0,4CAD,,,,,,4.5685,3.415,1.5470000000000002,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.3128974,4.5585,3.415,1.5570000000000002,93.0,4CAD,,,,,,4.5585,3.415,1.5570000000000002,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.318576,4.5785,3.415,1.657,95.0,4CAD,,,,,,4.5785,3.415,1.657,95.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084225.322627,4.5785,3.415,1.677,94.0,4CAD,,,,,,4.5785,3.415,1.677,94.0,single_listener_center_fallback,two_listener_center_fallback_l1
