Time,Tag1_X,Tag1_Y,Tag1_Z,Tag1_Quality,Tag1_ID,Tag2_X,Tag2_Y,Tag2_Z,Tag2_Quality,Tag2_ID,Fused_X,Fused_Y,Fused_Z,Fused_Quality,FusionMode,PositionType
1780082686.0883024,4.5785,3.415,1.5270000000000001,90.0,4CAD,,,,,,4.5785,3.415,1.5270000000000001,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082686.0966496,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0385,0.035,0.33699999999999997,79.0,4D18,1.9528017751479292,1.8350000000000002,0.9707278106508876,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.0990937,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0285,0.05499999999999999,0.367,79.0,4D18,1.9574763313609471,1.8443491124260356,0.9847514792899409,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.1012828,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0485,0.05499999999999999,0.347,79.0,4D18,1.9481272189349115,1.8443491124260356,0.9754023668639054,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.1024146,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0785,0.05499999999999999,0.347,80.0,4D18,1.9163823529411765,1.8338235294117646,0.9717058823529412,85.0,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.105629,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0985,0.04500000000000001,0.33699999999999997,79.0,4D18,1.9247544378698227,1.839674556213018,0.9707278106508876,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.1079102,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0985,0.05499999999999999,0.327,79.0,4D18,1.9247544378698227,1.8443491124260356,0.9660532544378698,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.1090531,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0985,0.04500000000000001,0.327,79.0,4D18,1.9247544378698227,1.839674556213018,0.9660532544378698,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.1113677,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0785,0.04500000000000001,0.33699999999999997,79.0,4D18,1.9341035502958581,1.839674556213018,0.9707278106508876,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.1132817,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0685,0.035,0.33699999999999997,79.0,4D18,1.938778106508876,1.8350000000000002,0.9707278106508876,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.1149688,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0785,0.035,0.33699999999999997,79.0,4D18,1.9341035502958581,1.8350000000000002,0.9707278106508876,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.1793969,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0585,0.04500000000000001,0.33699999999999997,79.0,4D18,1.9434526627218938,1.839674556213018,0.9707278106508876,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.2782981,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0885,0.035,0.347,79.0,4D18,1.9294289940828406,1.8350000000000002,0.9754023668639054,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.3787234,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0985,0.024999999999999994,0.33699999999999997,79.0,4D18,1.9247544378698227,1.8303254437869825,0.9707278106508876,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.4906325,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.1185,0.024999999999999994,0.327,80.0,4D18,1.8975588235294119,1.819705882352941,0.9622941176470589,85.0,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.5775263,4.5785,3.415,1.5270000000000001,90.0,4CAD,-1.0785,0.035,0.327,79.0,4D18,1.9341035502958581,1.8350000000000002,0.9660532544378698,84.5,two_tag_center_quality_weighted,two_listener_fused_center_position
1780082686.677145,,,,,,-1.0785,0.035,0.33699999999999997,79.0,4D18,-1.0785,0.035,0.33699999999999997,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
1780082686.778143,,,,,,-1.0785,0.035,0.347,79.0,4D18,-1.0785,0.035,0.347,79.0,single_listener_center_fallback,two_listener_center_fallback_l2
