Time,Filt_X,Filt_Y,Filt_Z
1779986232.014,0.3939,-1.3077,2.0852
1779986232.113,0.5043,-1.2586,2.1278
1779986232.214,0.6465,-1.1981,2.1263
1779986232.313,0.8627,-1.1607,2.1113
1779986232.413,1.0036,-1.0794,2.0708
1779986232.516,1.1178,-0.9799,2.0533
1779986232.614,1.2264,-0.8690,2.0667
1779986232.714,1.3261,-0.7564,2.0671
1779986232.821,1.4077,-0.6442,2.1144
1779986232.914,1.5275,-0.5410,2.1219
1779986233.014,1.7064,-0.4319,2.1573
1779986233.113,1.7568,-0.2965,2.1982
1779986233.213,1.7773,-0.1389,2.2008
1779986233.314,1.7927,0.0148,2.1464
1779986233.414,1.8916,0.1669,2.1012
1779986233.513,1.9688,0.3097,2.0887
1779986233.614,2.0320,0.4503,2.0914
1779986233.714,2.0587,0.5986,2.1073
1779986233.814,2.0608,0.7487,2.1417
1779986233.914,2.0499,0.8908,2.1301
1779986234.014,2.0121,1.0226,2.1575
1779986234.114,1.8693,1.1272,2.1292
1779986234.213,1.7458,1.2094,2.1759
1779986234.314,1.5626,1.2872,2.1629
1779986234.414,1.3426,1.3815,2.1627
1779986234.525,1.1248,1.4718,2.2021
1779986234.614,0.9094,1.5447,2.1654
1779986234.714,0.7542,1.6222,2.1017
1779986234.813,0.6382,1.7012,2.0410
1779986234.914,0.4805,1.7308,2.0233
1779986235.014,0.2958,1.7411,2.0719
1779986235.113,0.1467,1.7481,2.0822
1779986235.213,-0.0189,1.7471,2.1271
1779986235.314,-0.1219,1.7283,2.1265
1779986235.425,-0.2358,1.7146,2.1051
1779986235.513,-0.3532,1.6777,2.1017
1779986235.613,-0.5052,1.6112,2.1269
1779986235.713,-0.6152,1.5554,2.1245
1779986235.814,-0.7321,1.4946,2.0829
1779986235.913,-0.8593,1.4249,2.0446
1779986236.013,-0.9807,1.3286,1.9824
1779986236.113,-1.1174,1.2269,1.9307
1779986236.214,-1.2160,1.1164,1.8913
1779986236.314,-1.3224,0.9963,1.8912
1779986236.414,-1.4478,0.8496,1.9214
1779986236.513,-1.5360,0.7058,1.9038
1779986236.614,-1.5825,0.5470,1.8838
1779986236.714,-1.5785,0.4102,1.8764
1779986236.813,-1.5562,0.2707,1.8547
1779986236.913,-1.6062,0.1056,1.8798
1779986237.013,-1.5325,-0.0068,1.8588
1779986237.114,-1.4557,-0.0987,1.7769
1779986237.214,-1.3636,-0.1451,1.6492
1779986237.314,-1.2862,-0.1987,1.4905
1779986237.413,-1.1966,-0.2386,1.3146
1779986237.514,-1.1964,-0.2929,1.1739
1779986237.624,-1.1918,-0.3594,1.0044
1779986237.713,-1.1766,-0.3791,0.8764
1779986237.813,-1.1251,-0.3633,0.7811
1779986237.914,-1.1150,-0.3570,0.6929
1779986238.014,-1.1230,-0.3623,0.6335
1779986238.114,-1.1179,-0.3543,0.5921
1779986238.214,-1.0594,-0.3518,0.5237
1779986238.314,-0.9721,-0.3342,0.4422
1779986238.414,-0.9708,-0.3384,0.4012
1779986238.513,-1.0396,-0.3645,0.3977
1779986238.614,-1.1150,-0.3871,0.3962
1779986238.715,-1.1318,-0.3750,0.3936
1779986238.813,-1.1341,-0.3550,0.3959
1779986238.913,-1.1334,-0.3419,0.3927
1779986239.014,-1.1074,-0.3309,0.3931
1779986239.113,-1.0760,-0.3205,0.4012
1779986239.213,-1.0442,-0.3186,0.4122
1779986239.315,-0.9961,-0.3187,0.4241
1779986239.414,-0.9697,-0.3274,0.4225
1779986239.513,-0.9653,-0.3129,0.4282
1779986239.617,-0.9742,-0.3513,0.3838
1779986239.714,-0.9606,-0.3768,0.3378
1779986239.814,-0.9582,-0.3653,0.3323
1779986239.913,-0.9333,-0.3369,0.3386
