Time,Filt_X,Filt_Y,Filt_Z
1776190308.450,0.8869,0.2392,0.6311
1776190308.462,0.8528,0.2441,0.6130
1776190308.540,0.8144,0.2514,0.5977
1776190308.665,0.7826,0.2559,0.5796
1776190308.742,0.7858,0.2540,0.5821
1776190308.884,0.8059,0.2484,0.5883
1776190308.938,0.8361,0.2450,0.5966
1776190309.116,0.8679,0.2385,0.6061
1776190309.140,0.8960,0.2301,0.6208
1776190309.337,0.9218,0.2206,0.6386
1776190309.355,0.9283,0.2149,0.6448
1776190309.559,0.9275,0.2160,0.6485
1776190309.576,0.9268,0.2168,0.6417
1776190309.641,0.9084,0.2173,0.6331
1776190309.780,0.9104,0.2177,0.6322
1776190309.841,0.9116,0.2180,0.6272
1776190310.001,0.9077,0.2227,0.6197
1776190310.041,0.9008,0.2300,0.6063
1776190310.222,0.8966,0.2345,0.6071
1776190310.240,0.8851,0.2416,0.6077
1776190310.442,0.8826,0.2459,0.6125
1776190310.455,0.8722,0.2484,0.6155
1776190310.645,0.8749,0.2499,0.6173
1776190310.658,0.8721,0.2507,0.6229
1776190310.740,0.8705,0.2511,0.6173
1776190310.863,0.8651,0.2469,0.6184
1776190310.938,0.8620,0.2398,0.6147
1776190311.089,0.8557,0.2311,0.6124
1776190311.140,0.8697,0.2303,0.6110
1776190311.299,0.8650,0.2298,0.6058
1776190311.339,0.8666,0.2295,0.6071
1776190311.519,0.8543,0.2294,0.6080
1776190311.539,0.8381,0.2294,0.6041
1776190311.733,0.8150,0.2338,0.5973
1776190311.747,0.7969,0.2409,0.5888
1776190311.947,0.7772,0.2452,0.5794
1776190311.964,0.7568,0.2523,0.5649
1776190312.040,0.7537,0.2564,0.5518
1776190312.157,0.7567,0.2589,0.5574
1776190312.240,0.7677,0.2603,0.5655
1776190312.386,0.7879,0.2566,0.5793
1776190312.440,0.8048,0.2544,0.5923
1776190312.608,0.8196,0.2485,0.6001
1776190312.640,0.8419,0.2449,0.6093
1776190312.829,0.8731,0.2427,0.6192
1776190312.842,0.8963,0.2414,0.6252
1776190313.051,0.9012,0.2406,0.6286
1776190313.063,0.8905,0.2357,0.6306
1776190313.140,0.8794,0.2372,0.6273
1776190313.277,0.8725,0.2382,0.6207
1776190313.342,0.8593,0.2388,0.6211
1776190313.491,0.8557,0.2391,0.6124
1776190313.540,0.8268,0.2438,0.5982
1776190313.705,0.8139,0.2467,0.5896
1776190313.742,0.8061,0.2439,0.5845
1776190313.925,0.7927,0.2422,0.5815
1776190313.948,0.7892,0.2457,0.5798
1776190314.151,0.8006,0.2477,0.5788
1776190314.164,0.8255,0.2445,0.5916
1776190314.240,0.8361,0.2381,0.5995
1776190314.379,0.8559,0.2343,0.5998
1776190314.443,0.8633,0.2320,0.6044
1776190314.785,0.8588,0.2306,0.6071
1776190315.432,0.8604,0.2298,0.6132
1776190315.454,0.8524,0.2339,0.6169
1776190315.467,0.8475,0.2363,0.6146
