timestamp,input_source,raw_x,raw_y,raw_z,filtered_x,filtered_y,filtered_z,vx,vy,vz,quality,valid,accepted,rejection_reason,accepted_count,outlier_count,invalid_count,mahalanobis_distance,implied_speed
1780529228.842964,python_udp,0.290000,0.200000,0.590000,0.294930,0.201830,0.586050,-0.001171,0.016795,-0.057233,39.000000,1,1,accepted,82,0,0,0.000299,0.135819
1780529228.850142,python_udp,0.290000,0.190000,0.650000,0.292219,0.196227,0.612658,-0.007707,-0.001549,0.015634,47.000000,1,1,accepted,83,0,0,0.005689,0.711335
1780529228.861425,python_udp,0.280000,0.190000,0.640000,0.285277,0.192799,0.626183,-0.023252,-0.009794,0.042595,42.000000,1,1,accepted,84,0,0,0.001037,0.288526
1780529228.961055,python_udp,0.290000,0.190000,0.620000,0.286751,0.190839,0.625597,-0.013682,-0.012265,0.031673,40.000000,1,1,accepted,85,0,0,0.000217,0.127296
1780529229.060416,python_udp,0.290000,0.190000,0.630000,0.287872,0.189821,0.629338,-0.007412,-0.011738,0.032965,44.000000,1,1,accepted,86,0,0,0.000041,0.047952
1780529229.160380,python_udp,0.290000,0.200000,0.670000,0.288677,0.194767,0.649973,-0.003516,0.003677,0.072044,46.000000,1,1,accepted,87,0,0,0.001780,0.391575
1780529229.261296,python_udp,0.280000,0.210000,0.690000,0.283838,0.203148,0.672408,-0.014821,0.023862,0.106372,47.000000,1,1,accepted,88,0,0,0.001714,0.369810
1780529229.360560,python_udp,0.260000,0.210000,0.670000,0.270305,0.207941,0.676992,-0.045177,0.029926,0.092728,43.000000,1,1,accepted,89,0,0,0.001144,0.262661
1780529229.460716,python_udp,0.260000,0.200000,0.640000,0.262668,0.205040,0.664796,-0.053036,0.015079,0.044342,39.000000,1,1,accepted,90,0,0,0.002623,0.478902
1780529229.561115,python_udp,0.250000,0.210000,0.660000,0.253395,0.208409,0.664947,-0.063035,0.019767,0.034688,47.000000,1,1,accepted,91,0,0,0.000215,0.123023
1780529229.660356,python_udp,0.250000,0.210000,0.640000,0.248659,0.210178,0.655230,-0.059085,0.019243,0.004969,41.000000,1,1,accepted,92,0,0,0.000899,0.285671
1780529229.773124,python_udp,0.260000,0.190000,0.610000,0.252049,0.200188,0.634508,-0.035663,-0.010768,-0.042854,38.000000,1,1,accepted,93,0,0,0.003736,0.536376
1780529229.874889,python_udp,0.260000,0.180000,0.600000,0.254691,0.188809,0.616198,-0.020023,-0.036719,-0.074463,40.000000,1,1,accepted,94,0,0,0.001917,0.375672
1780529229.960086,python_udp,0.310000,0.150000,0.540000,0.283582,0.166197,0.576849,0.057798,-0.084431,-0.146367,35.000000,1,1,accepted,95,0,0,0.013503,0.961565
