Time,Tag1_X,Tag1_Y,Tag1_Z,Tag1_Quality,Tag1_ID,Tag2_X,Tag2_Y,Tag2_Z,Tag2_Quality,Tag2_ID,Fused_X,Fused_Y,Fused_Z,Fused_Quality,FusionMode,PositionType
1780085333.737955,4.4415,3.025,1.5870000000000002,92.0,4CAD,,,,,,4.4415,3.025,1.5870000000000002,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.7417417,4.4315,3.035,1.5970000000000002,93.0,4CAD,,,,,,4.4315,3.035,1.5970000000000002,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.7498386,4.4315,3.035,1.627,94.0,4CAD,,,,,,4.4315,3.035,1.627,94.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.757223,4.4315,3.025,1.627,93.0,4CAD,,,,,,4.4315,3.025,1.627,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.7637274,4.4315,3.025,1.5870000000000002,90.0,4CAD,,,,,,4.4315,3.025,1.5870000000000002,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.7686338,4.4315,3.025,1.6070000000000002,93.0,4CAD,,,,,,4.4315,3.025,1.6070000000000002,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.775066,4.4415,3.015,1.5970000000000002,91.0,4CAD,,,,,,4.4415,3.015,1.5970000000000002,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.782403,4.4415,3.015,1.617,93.0,4CAD,,,,,,4.4415,3.015,1.617,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.78845,4.451499999999999,3.015,1.647,93.0,4CAD,,,,,,4.451499999999999,3.015,1.647,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.7953467,4.451499999999999,3.015,1.6070000000000002,91.0,4CAD,,,,,,4.451499999999999,3.015,1.6070000000000002,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.802006,4.4415,3.005,1.657,94.0,4CAD,,,,,,4.4415,3.005,1.657,94.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.8133948,4.4415,3.015,1.687,94.0,4CAD,,,,,,4.4415,3.015,1.687,94.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.8162405,4.4415,3.015,1.687,93.0,4CAD,,,,,,4.4415,3.015,1.687,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.8226612,4.4415,3.015,1.747,95.0,4CAD,,,,,,4.4415,3.015,1.747,95.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.8274028,4.4415,3.005,1.707,92.0,4CAD,,,,,,4.4415,3.005,1.707,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.833608,4.4415,3.015,1.667,92.0,4CAD,,,,,,4.4415,3.015,1.667,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.8440897,4.4415,3.005,1.687,94.0,4CAD,,,,,,4.4415,3.005,1.687,94.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.932531,4.4415,2.995,1.657,91.0,4CAD,,,,,,4.4415,2.995,1.657,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.9395003,4.4415,2.995,1.667,93.0,4CAD,,,,,,4.4415,2.995,1.667,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.945414,4.4315,2.995,1.647,92.0,4CAD,,,,,,4.4315,2.995,1.647,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.951988,4.4315,3.005,1.657,93.0,4CAD,,,,,,4.4315,3.005,1.657,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.9584155,4.4315,3.005,1.637,92.0,4CAD,,,,,,4.4315,3.005,1.637,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.9653814,4.4315,3.005,1.647,93.0,4CAD,,,,,,4.4315,3.005,1.647,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.9722753,4.4315,3.015,1.657,93.0,4CAD,,,,,,4.4315,3.015,1.657,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.9770308,4.4315,3.015,1.677,94.0,4CAD,,,,,,4.4315,3.015,1.677,94.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.9835665,4.4315,3.015,1.677,93.0,4CAD,,,,,,4.4315,3.015,1.677,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780085333.990617,4.4315,3.015,1.677,93.0,4CAD,4.9525,3.621,1.963,78.0,4D18,4.669149122807017,3.2914210526315792,1.8074561403508773,85.5,two_tag_center_quality_weighted,two_listener_fused_center_position
