Time,Tag1_X,Tag1_Y,Tag1_Z,Tag1_Quality,Tag1_ID,Tag2_X,Tag2_Y,Tag2_Z,Tag2_Quality,Tag2_ID,Fused_X,Fused_Y,Fused_Z,Fused_Quality,FusionMode,PositionType
1780084240.1191661,4.5785,3.385,1.5070000000000001,93.0,4CAD,,,,,,4.5785,3.385,1.5070000000000001,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1223476,4.5785,3.395,1.5070000000000001,91.0,4CAD,,,,,,4.5785,3.395,1.5070000000000001,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1252644,4.5685,3.395,1.5070000000000001,92.0,4CAD,,,,,,4.5685,3.395,1.5070000000000001,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1283321,4.5685,3.395,1.657,96.0,4CAD,,,,,,4.5685,3.395,1.657,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1320133,4.5585,3.405,1.5870000000000002,90.0,4CAD,,,,,,4.5585,3.405,1.5870000000000002,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1349013,4.5585,3.405,1.5370000000000001,90.0,4CAD,,,,,,4.5585,3.405,1.5370000000000001,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.138165,4.5685,3.415,1.497,90.0,4CAD,,,,,,4.5685,3.415,1.497,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1419275,4.5685,3.415,1.467,90.0,4CAD,,,,,,4.5685,3.415,1.467,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1445577,4.5785,3.405,1.617,96.0,4CAD,,,,,,4.5785,3.405,1.617,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.148409,4.5785,3.405,1.5670000000000002,90.0,4CAD,,,,,,4.5785,3.405,1.5670000000000002,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.151946,4.5685,3.405,1.5370000000000001,91.0,4CAD,,,,,,4.5685,3.405,1.5370000000000001,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1553018,4.5585,3.405,1.5070000000000001,91.0,4CAD,,,,,,4.5585,3.405,1.5070000000000001,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1576986,4.5585,3.415,1.487,90.0,4CAD,,,,,,4.5585,3.415,1.487,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1609724,4.548500000000001,3.415,1.497,92.0,4CAD,,,,,,4.548500000000001,3.415,1.497,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.1660774,4.5685,3.415,1.5870000000000002,95.0,4CAD,,,,,,4.5685,3.415,1.5870000000000002,95.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2076464,4.5685,3.405,1.5570000000000002,91.0,4CAD,,,,,,4.5685,3.405,1.5570000000000002,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2110896,4.5685,3.425,1.5170000000000001,90.0,4CAD,,,,,,4.5685,3.425,1.5170000000000001,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2152076,4.5585,3.425,1.5170000000000001,92.0,4CAD,,,,,,4.5585,3.425,1.5170000000000001,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2184792,4.5585,3.425,1.657,97.0,4CAD,,,,,,4.5585,3.425,1.657,97.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2212389,4.5585,3.425,1.617,92.0,4CAD,,,,,,4.5585,3.425,1.617,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2249742,4.548500000000001,3.415,1.5770000000000002,91.0,4CAD,,,,,,4.548500000000001,3.415,1.5770000000000002,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2278788,4.5585,3.405,1.5170000000000001,89.0,4CAD,,,,,,4.5585,3.405,1.5170000000000001,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2323902,4.5685,3.395,1.497,90.0,4CAD,,,,,,4.5685,3.395,1.497,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2355938,4.5685,3.395,1.497,91.0,4CAD,,,,,,4.5685,3.395,1.497,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2384236,4.5785,3.405,1.457,89.0,4CAD,,,,,,4.5785,3.405,1.457,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2416997,4.5785,3.395,1.5870000000000002,96.0,4CAD,,,,,,4.5785,3.395,1.5870000000000002,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2439702,4.5785,3.395,1.5470000000000002,90.0,4CAD,,,,,,4.5785,3.395,1.5470000000000002,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.247304,4.5785,3.395,1.657,96.0,4CAD,,,,,,4.5785,3.395,1.657,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.249874,4.5685,3.405,1.677,94.0,4CAD,,,,,,4.5685,3.405,1.677,94.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2530344,4.5685,3.395,1.727,95.0,4CAD,,,,,,4.5685,3.395,1.727,95.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084240.2564266,4.5685,3.405,1.677,92.0,4CAD,,,,,,4.5685,3.405,1.677,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
