Time,Filt_X,Filt_Y,Filt_Z
1775061285.514,-0.6000,-0.0100,2.1200
1775061285.530,-0.5910,-0.0160,2.1260
1775061285.548,-0.5759,-0.0244,2.1284
1775061285.564,-0.5573,-0.0350,2.1236
1775061285.593,-0.5346,-0.0445,2.1122
1775061285.646,-0.5101,-0.0530,2.1120
1775061285.711,-0.4871,-0.0587,2.1028
1775061285.732,-0.4664,-0.0618,2.0895
1775061285.764,-0.4438,-0.0597,2.0796
1775061285.892,-0.4184,-0.0527,2.0746
1775061285.948,-0.3955,-0.0394,2.0731
1775061286.179,-0.3670,-0.0215,2.0668
1775061286.196,-0.3303,0.0037,2.0601
1775061286.333,-0.2863,0.0343,2.0531
1775061286.360,-0.2396,0.0709,2.0448
1775061286.524,-0.1867,0.1138,2.0333
1775061286.548,-0.1310,0.1644,2.0310
1775061286.709,-0.0619,0.2270,2.0379
1775061286.747,0.0173,0.3003,2.0361
1775061286.908,0.0816,0.3702,2.0345
1775061286.947,0.1314,0.4382,2.0290
1775061287.098,0.1693,0.5004,2.0251
1775061287.161,0.1933,0.5594,2.0246
1775061287.304,0.2010,0.6194,2.0232
1775061287.345,0.1979,0.6795,2.0179
1775061287.457,0.1861,0.7385,2.0121
1775061287.546,0.1725,0.7987,2.0139
1775061287.643,0.1513,0.8588,2.0155
1775061287.824,0.1251,0.9199,2.0159
1775061287.849,0.0936,0.9809,2.0173
1775061288.005,0.0593,1.0418,2.0206
1775061288.041,0.0203,1.1017,2.0225
1775061288.192,-0.0277,1.1575,2.0233
1775061288.247,-0.0849,1.2117,2.0190
1775061288.370,-0.1514,1.2596,2.0151
1775061288.448,-0.2253,1.3016,2.0196
1775061288.548,-0.3018,1.3395,2.0166
1775061288.716,-0.3806,1.3695,2.0209
1775061288.742,-0.4625,1.3916,2.0198
1775061288.897,-0.5423,1.4074,2.0129
1775061288.946,-0.6261,1.4147,2.0086
1775061289.072,-0.7084,1.4152,2.0017
1775061289.143,-0.7876,1.4077,1.9945
1775061289.253,-0.8648,1.3919,1.9851
1775061289.343,-0.9384,1.3697,1.9746
1775061289.446,-1.0075,1.3407,1.9631
1775061289.619,-1.0818,1.3007,1.9558
