Time,Port,ListenerID,NetworkID,Line,Error
1781131108.907675,COM5,1,1,"dwm> POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131108.918743,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131108.9236643,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131108.9290805,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131108.943145,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131108.9493525,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131108.9541779,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131108.963146,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131108.9690194,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131108.9809318,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131108.9906783,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131109.0905674,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131109.1916556,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131109.2913008,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131109.3907995,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131109.4921994,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131109.5911336,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131109.6919334,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131109.7907546,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131109.8915684,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131109.9910126,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131110.0908616,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131110.1908493,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131110.291049,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131110.3914566,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131110.4909234,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131110.5914009,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131110.690801,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131110.7919204,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131110.8911388,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
1781131110.991822,COM5,1,1,"POS,0,4CAD,nan,nan,nan,0,x05",Could not parse tag position line.
