Time,Tag1_X,Tag1_Y,Tag1_Z,Tag1_Quality,Tag1_ID,Tag2_X,Tag2_Y,Tag2_Z,Tag2_Quality,Tag2_ID,Fused_X,Fused_Y,Fused_Z,Fused_Quality,FusionMode,PositionType
1780084609.0332828,4.7285,3.245,1.487,90.0,4CAD,,,,,,4.7285,3.245,1.487,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0345657,4.6885,3.285,1.457,90.0,4CAD,,,,,,4.6885,3.285,1.457,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0353925,4.6585,3.315,1.467,91.0,4CAD,,,,,,4.6585,3.315,1.467,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0372703,4.6485,3.335,1.457,90.0,4CAD,,,,,,4.6485,3.335,1.457,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0396256,4.628500000000001,3.345,1.427,89.0,4CAD,,,,,,4.628500000000001,3.345,1.427,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0413501,4.628500000000001,3.355,1.5270000000000001,94.0,4CAD,,,,,,4.628500000000001,3.355,1.5270000000000001,94.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0423148,4.6185,3.365,1.487,89.0,4CAD,,,,,,4.6185,3.365,1.487,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0432534,4.628500000000001,3.375,1.447,89.0,4CAD,,,,,,4.628500000000001,3.375,1.447,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0441103,4.6085,3.385,1.437,90.0,4CAD,,,,,,4.6085,3.385,1.437,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0459683,4.5985000000000005,3.375,1.457,91.0,4CAD,,,,,,4.5985000000000005,3.375,1.457,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0480611,4.5785,3.385,1.487,93.0,4CAD,,,,,,4.5785,3.385,1.487,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0499926,4.5685,3.385,1.487,91.0,4CAD,,,,,,4.5685,3.385,1.487,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0511656,4.5785,3.385,1.467,90.0,4CAD,,,,,,4.5785,3.385,1.467,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0518043,4.588500000000001,3.395,1.5670000000000002,95.0,4CAD,,,,,,4.588500000000001,3.395,1.5670000000000002,95.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0528412,4.588500000000001,3.385,1.5270000000000001,90.0,4CAD,,,,,,4.588500000000001,3.385,1.5270000000000001,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.055177,4.6985,3.285,1.487,81.0,4CAD,,,,,,4.6985,3.285,1.487,81.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0561101,4.668500000000001,3.315,1.457,90.0,4CAD,,,,,,4.668500000000001,3.315,1.457,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0575144,4.6385000000000005,3.335,1.467,91.0,4CAD,,,,,,4.6385000000000005,3.335,1.467,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.058484,4.6485,3.335,1.497,91.0,4CAD,,,,,,4.6485,3.335,1.497,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0593233,4.628500000000001,3.365,1.5370000000000001,93.0,4CAD,,,,,,4.628500000000001,3.365,1.5370000000000001,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0601275,4.6085,3.375,1.487,89.0,4CAD,,,,,,4.6085,3.375,1.487,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0612564,4.5985000000000005,3.385,1.627,96.0,4CAD,,,,,,4.5985000000000005,3.385,1.627,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.063172,4.588500000000001,3.385,1.5870000000000002,91.0,4CAD,,,,,,4.588500000000001,3.385,1.5870000000000002,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0657094,4.5985000000000005,3.375,1.657,95.0,4CAD,,,,,,4.5985000000000005,3.375,1.657,95.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0675957,4.588500000000001,3.375,1.7570000000000001,96.0,4CAD,,,,,,4.588500000000001,3.375,1.7570000000000001,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0692887,4.5785,3.395,1.687,92.0,4CAD,,,,,,4.5785,3.395,1.687,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0715852,4.588500000000001,3.395,1.707,94.0,4CAD,,,,,,4.588500000000001,3.395,1.707,94.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0744436,4.708500000000001,3.295,1.6070000000000002,80.0,4CAD,,,,,,4.708500000000001,3.295,1.6070000000000002,80.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0770826,4.6785000000000005,3.325,1.677,95.0,4CAD,,,,,,4.6785000000000005,3.325,1.677,95.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.078198,4.6485,3.345,1.637,92.0,4CAD,,,,,,4.6485,3.345,1.637,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0792098,4.628500000000001,3.355,1.747,96.0,4CAD,,,,,,4.628500000000001,3.355,1.747,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0801024,4.6085,3.365,1.8570000000000002,96.0,4CAD,,,,,,4.6085,3.365,1.8570000000000002,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.080938,4.6085,3.365,1.747,90.0,4CAD,,,,,,4.6085,3.365,1.747,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0818272,4.5985000000000005,3.375,1.677,91.0,4CAD,,,,,,4.5985000000000005,3.375,1.677,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0837448,4.5985000000000005,3.375,1.6070000000000002,90.0,4CAD,,,,,,4.5985000000000005,3.375,1.6070000000000002,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084609.0870638,4.6085,3.385,1.7670000000000001,96.0,4CAD,,,,,,4.6085,3.385,1.7670000000000001,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
