Time,Tag1_X,Tag1_Y,Tag1_Z,Tag1_Quality,Tag1_ID,Tag2_X,Tag2_Y,Tag2_Z,Tag2_Quality,Tag2_ID,Fused_X,Fused_Y,Fused_Z,Fused_Quality,FusionMode,PositionType
1780082965.9156682,4.588500000000001,3.395,1.617,89.0,4CAD,,,,,,4.588500000000001,3.395,1.617,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.917882,4.5785,3.395,1.5970000000000002,92.0,4CAD,,,,,,4.5785,3.395,1.5970000000000002,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9205458,4.5785,3.395,1.5570000000000002,91.0,4CAD,,,,,,4.5785,3.395,1.5570000000000002,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9230797,4.5785,3.405,1.5370000000000001,91.0,4CAD,,,,,,4.5785,3.405,1.5370000000000001,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.925339,4.5785,3.395,1.657,96.0,4CAD,,,,,,4.5785,3.395,1.657,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9277887,4.588500000000001,3.385,1.5970000000000002,90.0,4CAD,,,,,,4.588500000000001,3.385,1.5970000000000002,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9301744,4.5785,3.395,1.5270000000000001,89.0,4CAD,,,,,,4.5785,3.395,1.5270000000000001,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9325209,4.5785,3.405,1.5170000000000001,91.0,4CAD,,,,,,4.5785,3.405,1.5170000000000001,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9335368,4.588500000000001,3.405,1.687,96.0,4CAD,,,,,,4.588500000000001,3.405,1.687,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9346795,4.588500000000001,3.405,1.7970000000000002,96.0,4CAD,,,,,,4.588500000000001,3.405,1.7970000000000002,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9359684,4.588500000000001,3.395,1.707,90.0,4CAD,,,,,,4.588500000000001,3.395,1.707,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.936823,4.588500000000001,3.405,1.8270000000000002,97.0,4CAD,,,,,,4.588500000000001,3.405,1.8270000000000002,97.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9399981,4.5785,3.395,1.707,89.0,4CAD,,,,,,4.5785,3.395,1.707,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9412122,4.5685,3.395,1.647,91.0,4CAD,,,,,,4.5685,3.395,1.647,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9421444,4.5685,3.405,1.617,92.0,4CAD,,,,,,4.5685,3.405,1.617,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9430873,4.5685,3.405,1.7570000000000001,97.0,4CAD,,,,,,4.5685,3.405,1.7570000000000001,97.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9450321,4.5685,3.405,1.657,90.0,4CAD,,,,,,4.5685,3.405,1.657,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9478114,4.5685,3.405,1.5870000000000002,90.0,4CAD,,,,,,4.5685,3.405,1.5870000000000002,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9499648,4.5585,3.415,1.5670000000000002,92.0,4CAD,,,,,,4.5585,3.415,1.5670000000000002,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9517422,4.668500000000001,3.295,1.5070000000000001,81.0,4CAD,,,,,,4.668500000000001,3.295,1.5070000000000001,81.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9573884,4.6585,3.315,1.497,90.0,4CAD,,,,,,4.6585,3.315,1.497,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9598463,4.6385000000000005,3.345,1.487,91.0,4CAD,,,,,,4.6385000000000005,3.345,1.487,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.960889,4.6185,3.375,1.457,89.0,4CAD,,,,,,4.6185,3.375,1.457,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9627488,4.6085,3.385,1.457,91.0,4CAD,,,,,,4.6085,3.385,1.457,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9650335,4.588500000000001,3.395,1.477,92.0,4CAD,,,,,,4.588500000000001,3.395,1.477,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9663286,4.5985000000000005,3.395,1.457,89.0,4CAD,,,,,,4.5985000000000005,3.395,1.457,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.968399,4.588500000000001,3.385,1.457,91.0,4CAD,,,,,,4.588500000000001,3.385,1.457,91.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9694717,4.5985000000000005,3.395,1.437,89.0,4CAD,,,,,,4.5985000000000005,3.395,1.437,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780082965.9715915,4.5785,3.405,1.5170000000000001,95.0,4CAD,,,,,,4.5785,3.405,1.5170000000000001,95.0,single_listener_center_fallback,two_listener_center_fallback_l1
