Time,Filt_X,Filt_Y,Filt_Z
1776174087.050,-1.3400,0.5300,0.7200
1776174088.282,-1.3410,0.5320,0.7240
1776174088.484,-1.3429,0.5328,0.7286
1776174088.558,-1.3476,0.5325,0.7317
1776174088.688,-1.3478,0.5343,0.7366
1776174088.757,-1.3481,0.5348,0.7389
1776174088.894,-1.3463,0.5354,0.7390
1776174088.962,-1.3436,0.5358,0.7401
1776174089.098,-1.3403,0.5352,0.7401
1776174089.157,-1.3372,0.5357,0.7401
1776174089.300,-1.3335,0.5361,0.7411
1776174089.360,-1.3312,0.5375,0.7420
1776174089.506,-1.3320,0.5378,0.7438
1776174089.559,-1.3338,0.5380,0.7454
1776174089.701,-1.3345,0.5382,0.7449
1776174089.767,-1.3340,0.5384,0.7434
1776174089.901,-1.3356,0.5375,0.7420
1776174089.958,-1.3341,0.5378,0.7408
1776174090.096,-1.3326,0.5380,0.7398
1776174090.161,-1.3344,0.5382,0.7408
1776174090.297,-1.3389,0.5374,0.7407
1776174090.360,-1.3420,0.5366,0.7406
1776174090.494,-1.3448,0.5370,0.7406
1776174090.560,-1.3474,0.5373,0.7395
1776174090.700,-1.3466,0.5376,0.7396
1776174090.761,-1.3470,0.5378,0.7396
1776174090.904,-1.3483,0.5380,0.7416
1776174090.960,-1.3494,0.5382,0.7435
1776174091.105,-1.3485,0.5384,0.7421
1776174091.157,-1.3446,0.5386,0.7429
1776174091.322,-1.3422,0.5387,0.7426
1776174091.358,-1.3400,0.5398,0.7434
1776174091.516,-1.3400,0.5398,0.7430
1776174091.558,-1.3410,0.5389,0.7437
1776174091.728,-1.3409,0.5380,0.7454
1776174091.758,-1.3418,0.5372,0.7448
1776174091.933,-1.3406,0.5365,0.7423
1776174091.959,-1.3375,0.5348,0.7391
1776174092.125,-1.3368,0.5343,0.7372
1776174092.161,-1.3361,0.5339,0.7345
1776174092.326,-1.3375,0.5325,0.7330
1776174092.361,-1.3378,0.5323,0.7317
1776174092.533,-1.3400,0.5310,0.7306
1776174092.557,-1.3400,0.5299,0.7295
1776174092.731,-1.3420,0.5289,0.7305
1776174092.759,-1.3428,0.5290,0.7305
1776174092.943,-1.3485,0.5291,0.7304
1776174092.960,-1.3477,0.5302,0.7314
1776174093.176,-1.3669,0.5302,0.7363
1776174093.191,-1.3752,0.5312,0.7406
1776174093.258,-1.3787,0.5331,0.7436
1776174093.405,-1.3798,0.5358,0.7452
1776174093.458,-1.3778,0.5372,0.7467
1776174093.606,-1.3770,0.5385,0.7490
1776174093.661,-1.3743,0.5396,0.7501
1776174093.802,-1.3729,0.5407,0.7501
1776174093.860,-1.3716,0.5406,0.7491
1776174094.040,-1.3695,0.5415,0.7482
1776174094.060,-1.3655,0.5424,0.7484
1776174095.440,-1.3620,0.5431,0.7485
1776174095.480,-1.3588,0.5438,0.7477
1776174095.491,-1.3559,0.5434,0.7469
1776174095.510,-1.3533,0.5421,0.7442
1776174095.525,-1.3530,0.5409,0.7418
1776174095.708,-1.3527,0.5408,0.7406
1776174095.742,-1.3544,0.5397,0.7416
1776174095.769,-1.3530,0.5397,0.7424
1776174095.808,-1.3507,0.5398,0.7432
1776174096.002,-1.3476,0.5398,0.7428
1776174096.043,-1.3478,0.5388,0.7426
1776174096.059,-1.3491,0.5379,0.7433
1776174096.202,-1.3512,0.5381,0.7450
1776174096.222,-1.3550,0.5373,0.7465
1776174096.238,-1.3585,0.5366,0.7488
1776174096.255,-1.3607,0.5349,0.7489
1776174096.265,-1.3586,0.5344,0.7501
1776174096.279,-1.3558,0.5340,0.7490
1776174096.294,-1.3512,0.5346,0.7471
1776174096.415,-1.3461,0.5351,0.7464
1776174096.431,-1.3395,0.5356,0.7458
1776174096.457,-1.3375,0.5351,0.7452
1776174096.474,-1.3358,0.5346,0.7447
1776174096.490,-1.3322,0.5351,0.7432
1776174096.622,-1.3290,0.5366,0.7409
1776174096.663,-1.3281,0.5379,0.7378
1776174096.847,-1.3263,0.5381,0.7360
1776174096.878,-1.3236,0.5383,0.7344
1776174097.073,-1.3223,0.5375,0.7330
1776174097.091,-1.3220,0.5367,0.7317
1776174097.159,-1.3218,0.5371,0.7305
1776174097.304,-1.3227,0.5374,0.7275
1776174097.364,-1.3244,0.5376,0.7277
1776174097.523,-1.3260,0.5369,0.7269
1776174097.562,-1.3284,0.5372,0.7263
1776174097.732,-1.3325,0.5365,0.7266
1776174097.759,-1.3363,0.5358,0.7290
1776174097.946,-1.3386,0.5352,0.7321
1776174097.958,-1.3418,0.5347,0.7349
1776174098.162,-1.3436,0.5342,0.7364
1776174098.186,-1.3472,0.5338,0.7397
1776174098.261,-1.3515,0.5334,0.7418
1776174098.387,-1.3534,0.5331,0.7426
1776174098.458,-1.3530,0.5328,0.7423
1776174098.609,-1.3537,0.5335,0.7421
1776174098.661,-1.3554,0.5332,0.7409
1776174098.830,-1.3558,0.5328,0.7408
1776174098.858,-1.3562,0.5326,0.7427
1776174099.048,-1.3576,0.5323,0.7444
1776174099.064,-1.3589,0.5311,0.7450
1776174099.280,-1.3610,0.5300,0.7445
1776174099.296,-1.3609,0.5290,0.7431
1776174099.360,-1.3608,0.5291,0.7427
1776174099.499,-1.3577,0.5292,0.7425
1776174099.560,-1.3549,0.5282,0.7422
1776174099.719,-1.3504,0.5274,0.7430
1776174099.759,-1.3474,0.5267,0.7427
1776174099.924,-1.3447,0.5260,0.7404
1776174099.962,-1.3412,0.5264,0.7394
