Time,Filt_X,Filt_Y,Filt_Z
1775061077.339,-1.7400,0.6200,1.9400
1775061077.357,-1.7380,0.6260,1.9450
1775061077.442,-1.7402,0.6364,1.9515
1775061077.459,-1.7382,0.6558,1.9594
1775061077.491,-1.7404,0.6802,1.9694
1775061077.521,-1.7463,0.7102,1.9745
1775061077.626,-1.7547,0.7441,1.9870
1775061077.647,-1.7642,0.7827,1.9963
1775061077.674,-1.7788,0.8205,1.9977
1775061077.701,-1.7909,0.8574,2.0039
1775061077.804,-1.8048,0.8877,2.0045
1775061077.851,-1.8113,0.9109,2.0101
1775061078.022,-1.8132,0.9268,2.0111
1775061078.051,-1.8129,0.9321,2.0120
1775061078.207,-1.8106,0.9289,2.0168
1775061078.243,-1.8085,0.9170,2.0271
1775061078.401,-1.8107,0.8983,2.0284
1775061078.447,-1.8136,0.8745,2.0225
1775061078.591,-1.8193,0.8480,2.0113
1775061078.642,-1.8273,0.8202,1.9992
1775061078.782,-1.8366,0.7922,1.9912
1775061078.843,-1.8399,0.7680,1.9811
1775061078.986,-1.8389,0.7462,1.9700
1775061079.041,-1.8450,0.7246,1.9610
1775061079.167,-1.8525,0.7041,1.9619
1775061079.247,-1.8543,0.6867,1.9577
1775061079.342,-1.8519,0.6720,1.9619
1775061079.530,-1.8457,0.6578,1.9667
1775061079.556,-1.8391,0.6450,1.9641
1775061079.715,-1.8292,0.6305,1.9637
1775061079.747,-1.8153,0.6155,1.9713
1775061079.908,-1.7967,0.6009,1.9712
1775061079.947,-1.7801,0.5838,1.9731
1775061080.089,-1.7691,0.5615,1.9757
1775061080.142,-1.7572,0.5383,1.9782
1775061080.277,-1.7484,0.5145,1.9754
1775061080.343,-1.7436,0.4900,1.9668
1775061080.474,-1.7522,0.4600,1.9651
1775061080.546,-1.7670,0.4290,1.9686
1775061080.643,-1.7783,0.3971,1.9718
1775061080.820,-1.7935,0.3644,1.9696
1775061080.842,-1.8131,0.3290,1.9626
1775061081.007,-1.8268,0.2951,1.9614
1775061081.043,-1.8431,0.2606,1.9552
1775061081.180,-1.8558,0.2265,1.9457
1775061081.239,-1.8752,0.1879,1.9421
1775061081.374,-1.8827,0.1481,1.9389
1775061081.446,-1.8934,0.1023,1.9410
1775061081.549,-1.8951,0.0550,1.9479
1775061082.008,-1.8876,0.0045,1.9571
1775061082.058,-1.8818,-0.0539,1.9664
1775061082.089,-1.8716,-0.1165,1.9668
1775061082.730,-1.8465,-0.1799,1.9721
1775061082.777,-1.8108,-0.2419,1.9829
1775061082.952,-1.7628,-0.3037,1.9986
1775061082.989,-1.6995,-0.3623,2.0087
1775061083.112,-1.6265,-0.4141,2.0099
1775061083.145,-1.5509,-0.4587,2.0159
1775061083.174,-1.4688,-0.4928,2.0183
1775061083.199,-1.3849,-0.5145,2.0165
1775061083.309,-1.3014,-0.5251,2.0098
1775061083.336,-1.2213,-0.5236,2.0118
1775061083.373,-1.1451,-0.5122,2.0077
1775061083.469,-1.1026,-0.5040,1.9969
1775061083.490,-1.0624,-0.4886,1.9822
1775061083.517,-1.0291,-0.4747,1.9720
1775061083.546,-0.9972,-0.4633,1.9688
1775061083.658,-0.9675,-0.4579,1.9599
