Time,Filt_X,Filt_Y,Filt_Z
1776190393.641,0.9000,0.2600,0.5800
1776190398.640,0.7906,0.2600,0.5632
1776190398.802,0.7898,0.2600,0.5668
1776190398.840,0.7894,0.2647,0.5730
1776190399.005,0.7753,0.2674,0.5720
1776190399.040,0.7391,0.2736,0.5666
1776190399.233,0.7361,0.2819,0.5541
1776190399.245,0.7440,0.2868,0.5467
1776190399.451,0.7352,0.2942,0.5331
1776190399.462,0.7302,0.2985,0.5297
1776190399.543,0.7183,0.2963,0.5234
1776190399.669,0.7160,0.2994,0.5243
1776190399.740,0.7149,0.3011,0.5341
1776190399.876,0.7055,0.3020,0.5356
1776190399.942,0.7181,0.2979,0.5366
1776190400.138,0.7439,0.2909,0.5508
1776190400.155,0.7640,0.2865,0.5593
1776190400.343,0.7627,0.2839,0.5645
1776190400.360,0.7842,0.2734,0.5809
1776190400.564,0.8016,0.2626,0.5952
1776190400.578,0.8253,0.2561,0.6037
1776190400.641,0.8260,0.2567,0.6042
1776190400.788,0.8217,0.2572,0.5999
1776190400.840,0.8011,0.2620,0.5927
1776190401.004,0.7840,0.2650,0.5837
1776190401.039,0.7781,0.2713,0.5738
1776190401.222,0.7789,0.2795,0.5678
1776190401.243,0.7706,0.2801,0.5597
1776190401.439,0.7655,0.2804,0.5504
1776190401.454,0.7581,0.2805,0.5448
1776190401.643,0.7758,0.2806,0.5460
1776190401.660,0.7955,0.2762,0.5468
1776190401.741,0.8073,0.2690,0.5562
1776190401.865,0.8277,0.2603,0.5665
1776190401.944,0.8443,0.2595,0.5815
1776190402.080,0.8630,0.2546,0.5906
1776190402.142,0.8652,0.2562,0.5915
1776190402.286,0.8617,0.2527,0.5964
1776190402.341,0.8594,0.2552,0.5993
1776190402.504,0.8533,0.2567,0.5920
1776190402.539,0.8450,0.2532,0.5876
1776190402.723,0.8353,0.2512,0.5803
1776190402.741,0.8116,0.2589,0.5759
1776190402.936,0.7929,0.2680,0.5644
1776190402.949,0.7682,0.2735,0.5574
1776190403.148,0.7446,0.2769,0.5489
1776190403.160,0.7217,0.2788,0.5482
1776190403.239,0.7259,0.2800,0.5479
1776190403.359,0.7332,0.2761,0.5478
1776190403.439,0.7512,0.2694,0.5478
1776190403.600,0.7623,0.2652,0.5524
1776190403.639,0.7869,0.2583,0.5641
1776190403.811,0.8106,0.2586,0.5756
1776190403.839,0.8383,0.2588,0.5825
1776190404.027,0.8504,0.2590,0.5822
1776190404.042,0.8397,0.2635,0.5776
1776190404.247,0.8197,0.2663,0.5702
1776190404.264,0.8120,0.2680,0.5613
1776190404.340,0.8116,0.2690,0.5560
1776190404.482,0.8069,0.2696,0.5528
1776190404.540,0.7952,0.2699,0.5464
1776190404.721,0.7837,0.2746,0.5515
1776190404.740,0.7723,0.2774,0.5547
1776190406.102,0.7611,0.2746,0.5567
1776190406.123,0.7633,0.2728,0.5534
1776190406.154,0.7692,0.2718,0.5560
1776190406.187,0.7641,0.2711,0.5575
1776190406.431,0.7610,0.2618,0.5673
1776190406.473,0.7593,0.2607,0.5777
1776190406.497,0.7850,0.2556,0.5928
1776190406.521,0.7962,0.2525,0.5974
1776190406.681,0.8118,0.2507,0.6090
1776190406.700,0.8256,0.2497,0.6113
1776190406.718,0.8382,0.2447,0.6082
1776190406.735,0.8324,0.2462,0.6061
1776190406.755,0.8198,0.2472,0.6003
1776190406.926,0.8120,0.2522,0.5923
1776190406.952,0.8073,0.2554,0.5829
1776190406.966,0.8044,0.2573,0.5727
1776190406.976,0.7937,0.2584,0.5622
1776190406.991,0.7784,0.2636,0.5559
1776190407.162,0.7692,0.2622,0.5566
1776190407.181,0.7682,0.2614,0.5571
1776190407.197,0.7899,0.2520,0.5708
1776190407.214,0.8119,0.2463,0.5792
1776190407.228,0.8341,0.2430,0.5842
1776190407.245,0.8563,0.2365,0.5917
1776190407.392,0.8695,0.2371,0.5917
1776190407.419,0.8684,0.2376,0.5872
1776190407.439,0.8630,0.2379,0.5844
1776190407.628,0.8462,0.2426,0.5783
1776190407.652,0.8448,0.2455,0.5746
1776190407.887,0.8305,0.2473,0.5723
1776190407.909,0.8306,0.2484,0.5665
1776190407.941,0.8352,0.2535,0.5631
1776190408.123,0.8378,0.2566,0.5611
1776190408.155,0.8305,0.2540,0.5599
1776190408.362,0.8350,0.2568,0.5592
1776190408.379,0.8332,0.2585,0.5633
1776190408.440,0.8232,0.2595,0.5614
1776190408.610,0.8393,0.2601,0.5736
1776190408.640,0.8535,0.2515,0.5899
1776190408.846,0.8620,0.2463,0.5953
1776190408.868,0.8804,0.2432,0.6029
1776190408.940,0.8869,0.2325,0.6118
1776190409.087,0.8995,0.2260,0.6215
1776190409.142,0.9113,0.2222,0.6317
1776190409.323,0.8960,0.2200,0.6332
1776190409.344,0.8954,0.2188,0.6295
1776190409.563,0.8949,0.2226,0.6226
1776190409.585,0.8989,0.2250,0.6139
1776190409.646,0.8878,0.2354,0.6041
1776190409.804,0.8588,0.2462,0.5937
1776190409.844,0.8368,0.2527,0.5874
1776190410.022,0.8102,0.2566,0.5791
1776190410.045,0.7943,0.2588,0.5742
1776190410.237,0.7716,0.2646,0.5669
