Time,Tag1_X,Tag1_Y,Tag1_Z,Tag1_Quality,Tag1_ID,Tag2_X,Tag2_Y,Tag2_Z,Tag2_Quality,Tag2_ID,Fused_X,Fused_Y,Fused_Z,Fused_Quality,FusionMode,PositionType
1780084650.1157427,4.6885,3.305,1.467,81.0,4CAD,,,,,,4.6885,3.305,1.467,81.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084650.119825,4.668500000000001,3.335,1.637,96.0,4CAD,,,,,,4.668500000000001,3.335,1.637,96.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084650.1221275,4.628500000000001,3.355,1.617,92.0,4CAD,,,,,,4.628500000000001,3.355,1.617,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084650.1245532,4.6185,3.375,1.5670000000000002,90.0,4CAD,,,,,,4.6185,3.375,1.5670000000000002,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084650.1257694,4.5985000000000005,3.395,1.5670000000000002,93.0,4CAD,,,,,,4.5985000000000005,3.395,1.5670000000000002,93.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084650.1268306,4.5985000000000005,3.395,1.627,95.0,4CAD,,,,,,4.5985000000000005,3.395,1.627,95.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084650.1298738,4.588500000000001,3.405,1.6070000000000002,92.0,4CAD,,,,,,4.588500000000001,3.405,1.6070000000000002,92.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084650.1310916,4.588500000000001,3.405,1.5570000000000002,90.0,4CAD,,,,,,4.588500000000001,3.405,1.5570000000000002,90.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084650.1333888,4.588500000000001,3.415,1.5070000000000001,89.0,4CAD,,,,,,4.588500000000001,3.415,1.5070000000000001,89.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084650.1345663,4.6885,3.305,1.467,81.0,4CAD,,,,,,4.6885,3.305,1.467,81.0,single_listener_center_fallback,two_listener_center_fallback_l1
1780084650.135772,4.668500000000001,3.345,1.657,97.0,4CAD,,,,,,4.668500000000001,3.345,1.657,97.0,single_listener_center_fallback,two_listener_center_fallback_l1
