Time,Filt_X,Filt_Y,Filt_Z
1780084672.777,4.5510,3.3659,1.7000
1780084672.779,4.5497,3.3663,1.6983
1780084672.878,4.5517,3.3661,1.6887
1780084672.880,4.5454,3.3633,1.6823
1780084672.977,4.5402,3.3627,1.7075
1780084672.978,4.5347,3.3622,1.7227
1780084673.082,4.5312,3.3615,1.7338
1780084673.112,4.5398,3.3638,1.7420
1780084673.177,4.5420,3.3649,1.7349
1780084673.179,4.5357,3.3654,1.7299
1780084673.278,4.5386,3.3692,1.7465
1780084673.279,4.5455,3.3690,1.7567
1780084673.377,4.5459,3.3680,1.7497
1780084673.400,4.5510,3.3699,1.7465
1780084673.477,4.5513,3.3742,1.7426
1780084673.479,4.5487,3.3717,1.7377
1780084673.577,4.5425,3.3322,1.6928
1780084673.579,4.5471,3.3121,1.6611
1780084673.677,4.5537,3.3101,1.6694
1780084673.699,4.5551,3.3103,1.6746
1780084673.777,4.5524,3.3172,1.6811
1780084673.779,4.5482,3.3196,1.6904
1780084673.877,4.5483,3.3269,1.6861
1780084673.879,4.5510,3.3313,1.6856
1780084673.978,4.5498,3.3369,1.6843
1780084673.980,4.5491,3.3425,1.6836
1780084674.084,4.5514,3.3481,1.6770
1780084674.113,4.5477,3.3510,1.6751
1780084674.177,4.5483,3.3493,1.6674
1780084674.179,4.5408,3.3477,1.6611
1780084674.277,4.5369,3.3496,1.6561
1780084674.278,4.5325,3.3507,1.6504
1780084674.376,4.5330,3.3511,1.6454
1780084674.392,4.5387,3.3536,1.6448
1780084674.478,4.5395,3.3608,1.6419
1780084674.481,4.5324,3.3623,1.6426
1780084674.578,4.5258,3.3631,1.6496
1780084674.580,4.5322,3.3632,1.6503
1780084674.676,4.5387,3.3655,1.6501
1780084674.678,4.5400,3.3667,1.6523
1780084674.787,4.5713,3.3331,1.6537
1780084674.815,4.5946,3.3135,1.6546
1780084674.877,4.5948,3.3175,1.6808
1780084674.879,4.5910,3.3210,1.6937
1780084674.977,4.5832,3.3291,1.6928
1780084674.979,4.5754,3.3368,1.6912
1780084675.078,4.5706,3.3414,1.6821
1780084675.099,4.5755,3.3439,1.6734
1780084675.179,4.5514,3.3634,1.6754
1780084675.282,4.5336,3.3831,1.6836
1780084675.379,4.5349,3.3870,1.6837
1780084675.476,4.5310,3.3941,1.6756
1780084675.481,4.5138,3.3884,1.6817
1780084675.679,4.5267,3.3773,1.7035
1780084675.832,4.5405,3.3721,1.7257
1780084675.882,4.5329,3.3789,1.7490
1780084675.977,4.5333,3.3830,1.7610
1780084676.008,4.5305,3.3845,1.7635
1780084676.077,4.5318,3.3850,1.7590
1780084676.082,4.5302,3.3825,1.7485
1780084676.177,4.5321,3.3747,1.7316
1780084676.184,4.5408,3.3727,1.7136
1780084676.277,4.5462,3.3698,1.7203
1780084676.280,4.5466,3.3658,1.7254
1780084676.380,4.5544,3.3639,1.7576
1780084676.477,4.5645,3.3632,1.8018
1780084676.502,4.5724,3.3630,1.8321
1780084676.578,4.5758,3.3589,1.8232
1780084676.580,4.5745,3.3567,1.8173
1780084676.678,4.5734,3.3563,1.7965
1780084676.680,4.5674,3.3538,1.7840
1780084676.778,4.5607,3.3467,1.7680
1780084676.796,4.5618,3.3454,1.7578
1780084676.878,4.5915,3.3105,1.7389
1780084676.880,4.5980,3.2879,1.7296
1780084676.977,4.5929,3.2819,1.7125
1780084676.979,4.5942,3.2800,1.7002
1780084677.077,4.5887,3.2889,1.6909
1780084677.080,4.5902,3.2952,1.6841
1780084677.188,4.5853,3.3023,1.6854
1780084677.217,4.5823,3.3066,1.6875
1780084677.277,4.5837,3.3092,1.6994
1780084677.278,4.5945,3.3179,1.7100
1780084677.377,4.6244,3.2950,1.7074
1780084677.379,4.6680,3.2894,1.7056
1780084677.477,4.6783,3.2904,1.7090
1780084677.521,4.6895,3.2988,1.7091
1780084677.577,4.6916,3.3047,1.7007
1780084677.579,4.7258,3.3152,1.7178
1780084677.677,4.7660,3.3035,1.7197
1780084677.679,4.7898,3.2885,1.7251
1780084677.776,4.7869,3.2913,1.7233
1780084677.820,4.7508,3.2839,1.7168
1780084677.879,4.7288,3.2669,1.7208
1780084677.978,4.7099,3.2724,1.7288
1780084677.980,4.7042,3.2643,1.7361
1780084678.078,4.6993,3.2624,1.7339
1780084678.113,4.7038,3.2526,1.7631
1780084678.177,4.7006,3.2425,1.7953
1780084678.179,4.6910,3.2332,1.8542
1780084678.278,4.6802,3.2313,1.9747
1780084678.280,4.6739,3.2195,2.0755
1780084678.377,4.6805,3.2036,2.1175
1780084678.402,4.6760,3.1857,2.1786
1780084678.477,4.6697,3.2058,2.2191
1780084678.479,4.6594,3.2095,2.2821
1780084678.576,4.6425,3.2381,2.3246
1780084678.578,4.6206,3.2464,2.3610
1780084678.677,4.6119,3.2738,2.4162
1780084678.700,4.6085,3.2812,2.4818
1780084678.781,4.6105,3.2755,2.5504
1780084678.880,4.6151,3.2594,2.6029
1780084678.992,4.6181,3.2426,2.6329
1780084679.080,4.6203,3.2254,2.6458
1780084679.179,4.6194,3.2184,2.6875
1780084679.281,4.6185,3.2114,2.7293
1780084679.382,4.6176,3.2044,2.7710
1780084679.479,4.6168,3.1973,2.8127
1780084679.580,4.6159,3.1903,2.8544
1780084679.701,4.6150,3.1833,2.8961
1780084679.782,4.6141,3.1763,2.9378
1780084679.882,4.6132,3.1692,2.9796
1780084679.993,4.6123,3.1622,3.0213
1780084680.080,4.6114,3.1552,3.0630
1780084680.182,4.6105,3.1481,3.1047
1780084680.277,4.6096,3.1411,3.1464
1780084680.380,4.6087,3.1341,3.1881
1780084680.476,4.6078,3.1271,3.2298
1780084680.478,4.6070,3.1200,3.2716
1780084680.580,4.6061,3.1130,3.3133
1780084680.680,4.6052,3.1060,3.3550
1780084680.708,4.6043,3.0990,3.3967
1780084680.777,4.6034,3.0919,3.4384
1780084680.779,4.6025,3.0849,3.4801
1780084680.878,4.6016,3.0779,3.5219
1780084680.880,4.6007,3.0709,3.5636
1780084680.988,4.5998,3.0638,3.6053
1780084681.077,4.5989,3.0568,3.6470
1780084681.079,4.5981,3.0498,3.6887
1780084681.178,4.5972,3.0428,3.7304
