Time,Filt_X,Filt_Y,Filt_Z
1775074504.050,-2.0100,0.1900,1.9200
1775074504.493,-2.0090,0.1920,1.9150
1775074504.513,-2.0021,0.1968,1.9145
1775074504.611,-1.9869,0.2071,1.9161
1775074504.636,-1.9682,0.2204,1.9184
1775074504.685,-1.9444,0.2394,1.9216
1775074504.788,-1.9209,0.2614,1.9214
1775074504.816,-1.8958,0.2873,1.9193
1775074504.844,-1.8723,0.3146,1.9204
1775074504.974,-1.8470,0.3461,1.9183
1775074505.030,-1.8233,0.3785,1.9195
1775074505.156,-1.8020,0.4096,1.9175
1775074505.240,-1.7828,0.4387,1.9138
1775074505.379,-1.7675,0.4648,1.9104
1775074505.610,-1.7538,0.4893,1.9104
1775074505.640,-1.7414,0.5114,1.9113
1775074505.668,-1.7333,0.5313,1.9202
1775074505.801,-1.7249,0.5511,1.9232
1775074505.833,-1.7184,0.5700,1.9249
1775074505.992,-1.7156,0.5870,1.9234
1775074506.031,-1.7090,0.6063,1.9200
1775074506.188,-1.7041,0.6237,1.9190
1775074506.241,-1.6927,0.6423,1.9211
1775074506.399,-1.6814,0.6591,1.9260
1775074506.829,-1.6693,0.6752,1.9304
1775074507.009,-1.6584,0.6887,1.9334
1775074507.531,-1.6475,0.6998,1.9420
1775074507.693,-1.6288,0.7148,1.9478
1775074507.729,-1.6049,0.7303,1.9491
1775074507.776,-1.5824,0.7423,1.9481
1775074507.944,-1.5582,0.7551,1.9563
1775074507.988,-1.5324,0.7686,1.9617
1775074508.134,-1.5021,0.7827,1.9725
1775074508.169,-1.4739,0.7964,1.9743
1775074508.204,-1.4445,0.8118,1.9698
1775074508.341,-1.4141,0.8286,1.9629
1775074508.363,-1.3857,0.8448,1.9706
1775074508.393,-1.3591,0.8613,1.9795
1775074508.424,-1.3322,0.8781,1.9886
1775074508.551,-1.3080,0.8933,1.9917
1775074508.577,-1.2822,0.9060,2.0015
1775074508.602,-1.2560,0.9154,2.0034
1775074508.713,-1.2264,0.9229,1.9980
1775074508.744,-1.1927,0.9276,1.9882
1775074508.767,-1.1594,0.9288,1.9754
1775074508.791,-1.1285,0.9269,1.9719
1775074508.905,-1.0997,0.9212,1.9677
1775074508.934,-1.0697,0.9111,1.9619
1775074508.955,-1.0407,0.8960,1.9567
1775074508.981,-1.0116,0.8764,1.9551
1775074509.092,-0.9855,0.8528,1.9495
1775074509.130,-0.9629,0.8245,1.9486
1775074509.293,-0.9446,0.7920,1.9527
1775074509.335,-0.9292,0.7568,1.9655
1775074509.490,-0.9213,0.7202,1.9719
1775074509.535,-0.9141,0.6851,1.9737
1775074509.680,-0.9107,0.6516,1.9724
1775074509.730,-0.9026,0.6235,1.9761
1775074509.882,-0.8994,0.5961,1.9745
1775074509.930,-0.9054,0.5695,1.9751
1775074510.075,-0.9239,0.5426,1.9795
1775074510.134,-0.9455,0.5143,1.9796
1775074510.280,-0.9670,0.4829,1.9726
1775074510.337,-0.9843,0.4496,1.9694
1775074510.505,-0.9958,0.4136,1.9604
1775074510.536,-0.9993,0.3763,1.9564
1775074510.707,-0.9983,0.3346,1.9518
1775074510.737,-0.9945,0.2912,1.9466
1775074510.891,-0.9940,0.2471,1.9449
1775074510.935,-0.9936,0.2023,1.9494
1775074511.101,-0.9923,0.1581,1.9495
1775074511.130,-0.9900,0.1163,1.9385
1775074511.299,-0.9880,0.0807,1.9187
1775074511.330,-0.9762,0.0566,1.8888
1775074511.491,-0.9816,0.0449,1.8439
1775074511.529,-0.9815,0.0484,1.7975
1775074511.671,-0.9733,0.0646,1.7548
1775074511.730,-0.9550,0.0881,1.7233
1775074511.869,-0.9245,0.1143,1.7010
1775074511.935,-0.8860,0.1429,1.6919
1775074512.071,-0.8434,0.1736,1.6867
1775074512.130,-0.7971,0.2052,1.6940
1775074512.270,-0.7524,0.2367,1.7006
1775074512.329,-0.7081,0.2670,1.7196
1775074512.458,-0.6713,0.2983,1.7346
1775074512.534,-0.6402,0.3295,1.7541
1775074512.644,-0.6162,0.3606,1.7677
1775074512.730,-0.6086,0.3895,1.7830
1775074512.835,-0.6097,0.4196,1.8017
1775074513.012,-0.6217,0.4496,1.8195
1775074513.035,-0.6416,0.4806,1.8365
1775074513.198,-0.6714,0.5126,1.8349
1775074513.234,-0.7023,0.5463,1.8154
1775074513.380,-0.7280,0.5737,1.7899
1775074513.434,-0.7462,0.5913,1.7589
1775074513.580,-0.7576,0.6002,1.7240
1775074513.634,-0.7608,0.6012,1.6926
1775074513.766,-0.7598,0.5980,1.6683
1775074513.834,-0.7528,0.5942,1.6595
1775074513.949,-0.7415,0.5938,1.6735
1775074514.029,-0.7274,0.5984,1.6902
1775074514.138,-0.7186,0.6096,1.7182
1775074514.228,-0.7248,0.6286,1.7464
1775074514.337,-0.7383,0.6568,1.7777
1775074514.504,-0.7675,0.6931,1.7999
1775074514.534,-0.8077,0.7378,1.8240
1775074514.691,-0.8639,0.7860,1.8546
1775074514.729,-0.9335,0.8404,1.8731
1775074514.867,-1.0152,0.9024,1.8718
1775074514.930,-1.0947,0.9571,1.8636
1775074515.051,-1.1642,1.0084,1.8403
1775074515.135,-1.2238,1.0536,1.8082
1775074515.234,-1.2734,1.0932,1.7714
1775074515.409,-1.3091,1.1289,1.7323
1775074515.437,-1.3322,1.1610,1.6950
1775074515.580,-1.3479,1.1949,1.6635
1775074515.634,-1.3601,1.2314,1.6462
1775074515.773,-1.3781,1.2713,1.6476
1775074515.834,-1.3983,1.3161,1.6578
1775074515.965,-1.4305,1.3655,1.6790
1775074516.035,-1.4814,1.4190,1.7041
1775074516.156,-1.5543,1.4771,1.7297
1775074516.230,-1.6269,1.5364,1.7397
1775074516.335,-1.7072,1.5937,1.7538
1775074516.511,-1.7235,1.6754,1.7504
1775074516.535,-1.7651,1.7408,1.7563
1775074516.698,-1.8206,1.7997,1.7537
1775074516.730,-1.8895,1.8468,1.7663
1775074516.887,-1.9676,1.8861,1.7807
1775074516.935,-2.0468,1.9225,1.7896
1775074517.076,-2.1271,1.9542,1.7977
1775074517.134,-2.2114,1.9808,1.8149
1775074517.260,-2.3083,2.0067,1.8354
1775074517.330,-2.3875,2.0331,1.8349
1775074517.456,-2.4517,2.0568,1.8164
1775074517.534,-2.4985,2.0781,1.7777
1775074517.637,-2.5357,2.0963,1.7270
1775074517.810,-2.5641,2.1126,1.6703
1775074517.833,-2.5877,2.1254,1.6072
1775074518.000,-2.6069,2.1348,1.5385
1775074518.034,-2.6222,2.1444,1.4767
1775074518.185,-2.6360,2.1549,1.4250
1775074518.230,-2.6464,2.1664,1.3785
1775074518.362,-2.6558,2.1778,1.3397
1775074518.430,-2.6592,2.1910,1.3027
