Time,Tag1_Raw_X,Tag1_Raw_Y,Tag1_Raw_Z,Tag1_Aligned_X,Tag1_Aligned_Y,Tag1_Aligned_Z,Tag1_Center_X,Tag1_Center_Y,Tag1_Center_Z,Tag1_Quality,Tag1_ID,Tag2_Raw_X,Tag2_Raw_Y,Tag2_Raw_Z,Tag2_Aligned_X,Tag2_Aligned_Y,Tag2_Aligned_Z,Tag2_Center_X,Tag2_Center_Y,Tag2_Center_Z,Tag2_Quality,Tag2_ID,Fused_X,Fused_Y,Fused_Z,Fused_Quality,HolderYawRad,HolderYawDeg,YawSource,FusionMode,PositionType
1780349841.307466,-0.19,0.53,0.46,-0.19,0.53,0.46,-0.2580317220528736,0.4235155654824587,0.447,45.0,4D18,-0.65,-0.19,0.57,-0.65,-0.19,0.57,-0.5819682779471265,-0.08351556548245867,0.5569999999999999,59.0,4CAD,-0.44180342203134393,0.13587290464659213,0.509403846153846,52.0,2.7200014916917783,155.84460574322716,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.3115585,-0.19,0.53,0.46,-0.19,0.53,0.46,-0.2567105919790237,0.4226829607293967,0.447,45.0,4D18,-0.65,-0.21,0.6,-0.65,-0.21,0.6,-0.5832894080209763,-0.10268296072939664,0.587,56.0,4CAD,-0.43778399493297765,0.13139096467303604,0.5246237623762376,50.5,2.7323598093023653,156.55268518419598,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.3150516,-0.19,0.53,0.46,-0.19,0.53,0.46,-0.2554303669515315,0.4218976546018176,0.447,45.0,4D18,-0.65,-0.23,0.6,-0.65,-0.23,0.6,-0.5845696330484685,-0.12189765460181758,0.587,55.0,4CAD,-0.4364569633048469,0.12281023453981825,0.524,50.0,2.744245554476838,157.23368821906126,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.3202353,-0.19,0.53,0.46,-0.19,0.53,0.46,-0.2546077424510049,0.42140400736958744,0.447,45.0,4D18,-0.66,-0.26,0.66,-0.66,-0.26,0.66,-0.5953922575489952,-0.15140400736958742,0.647,62.0,4CAD,-0.4520716670872235,0.08949655957679452,0.5628878504672897,53.5,2.751837865118893,157.66869557560327,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.3237522,-0.19,0.53,0.46,-0.19,0.53,0.46,-0.2546077424510049,0.42140400736958744,0.447,45.0,4D18,-0.66,-0.26,0.66,-0.66,-0.26,0.66,-0.5953922575489952,-0.15140400736958742,0.647,56.0,4CAD,-0.44355757260434603,0.10380748434588652,0.5578910891089109,50.5,2.751837865118893,157.66869557560327,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.3276913,-0.19,0.53,0.46,-0.19,0.53,0.46,-0.2610004305968998,0.4254715882878975,0.447,45.0,4D18,-0.55,-0.0,0.57,-0.55,0.0,0.57,-0.47899956940310023,0.10452841171210252,0.5569999999999999,43.0,4CAD,-0.3675227370590205,0.2686470815519977,0.5007499999999999,44.0,2.6918656435455035,154.23254039142464,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.331104,-0.19,0.53,0.46,-0.19,0.53,0.46,-0.25924946614041233,0.4243034464172654,0.447,45.0,4D18,-0.57,-0.05,0.57,-0.57,-0.05,0.57,-0.5007505338595877,0.05569655358273462,0.5569999999999999,53.0,4CAD,-0.3898571864375174,0.22495482070063144,0.5064897959183673,49.0,2.7085232652151374,155.1869518098203,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.3346713,-0.19,0.53,0.46,-0.19,0.53,0.46,-0.2682992340396414,0.4308209702164542,0.447,45.0,4D18,-0.49,0.15,0.5,-0.49,0.15,0.5,-0.4117007659603586,0.24917902978354578,0.487,42.0,4CAD,-0.3375275597944704,0.34313175759367087,0.4663103448275862,43.5,2.6202366205922343,150.1284996855566,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.337496,-0.19,0.53,0.46,-0.19,0.53,0.46,-0.28123157348199135,0.4425697420797582,0.447,45.0,4D18,-0.43,0.3,0.45,-0.43,0.3,0.45,-0.33876842651800865,0.38743025792024177,0.437,42.0,4CAD,-0.3090079852924824,0.415950680761371,0.4421724137931034,43.5,2.481854490001309,142.19978764266838,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.3408399,-0.19,0.53,0.46,-0.19,0.53,0.46,-0.27089471501917034,0.4329263419769956,0.447,45.0,4D18,-0.49,0.17,0.48,-0.49,0.17,0.48,-0.40910528498082965,0.2670736580230044,0.46699999999999997,54.0,4CAD,-0.34628229863462084,0.3424612416384549,0.45790909090909093,49.5,2.593787763226115,148.61309178553446,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.378911,-0.15,0.45,0.48,-0.15,0.45,0.48,-0.24754232758194306,0.3696710243442822,0.46699999999999997,57.0,4D18,-0.49,0.17,0.48,-0.49,0.17,0.48,-0.39245767241805696,0.2503289756557179,0.46699999999999997,54.0,4CAD,-0.31804168452924175,0.31161273038768333,0.467,55.5,2.406654100842783,137.8911227261435,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
1780349841.3827858,-0.15,0.45,0.48,-0.15,0.45,0.48,-0.2405344344716294,0.361848050646045,0.46699999999999997,57.0,4D18,-0.53,0.08,0.45,-0.53,0.08,0.45,-0.4394655655283706,0.16815194935395497,0.437,46.0,4CAD,-0.3293774638756109,0.27534299570006304,0.4536019417475728,51.5,2.4897953327312243,142.65476441686968,current_two_tags,two_tag_rotated_center_quality_weighted,two_listener_fused_center_position
