Time,Port,ListenerID,NetworkID,Line,Error
1780349857.7768948,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349858.2854514,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349862.27756,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349862.5780487,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349862.677066,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349862.7795382,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349862.8773391,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349862.9789891,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349863.0105681,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349863.0770867,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349863.0811548,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349863.1773102,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349863.17875,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349863.2773228,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349863.2788467,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349863.3768833,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349863.3783584,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349863.4774668,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349863.4784758,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349863.5776906,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349863.5788298,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349863.6769845,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349863.783655,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349863.8774924,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349863.9778824,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349864.2315865,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349864.2817452,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349866.9778519,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349867.0778432,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349867.2771585,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349867.3778152,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349867.4814038,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349867.5782986,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x0E",Could not parse tag position line.
1780349867.579563,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349867.683095,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349867.7846787,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349867.893228,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349867.9772258,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349868.0769813,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349868.2769682,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
1780349870.2829103,COM6,2,2,"POS,0,4CAD,nan,nan,nan,0,x00",Could not parse tag position line.
