Time,Filt_X,Filt_Y,Filt_Z
1776442297.731,0.9214,0.5056,0.4345
1776442297.878,0.8969,0.4151,0.4182
1776442298.049,0.8860,0.2816,0.4132
1776442298.225,0.8834,0.1579,0.4152
1776442298.285,0.8903,0.0449,0.4301
1776442298.454,0.8897,-0.0522,0.4529
1776442298.567,0.8712,-0.1352,0.4935
1776442298.575,0.8465,-0.2094,0.5360
1776442298.744,0.8225,-0.2827,0.5661
1776442298.755,0.8035,-0.3642,0.5885
1776442298.867,0.7743,-0.4461,0.5885
1776442298.978,0.7435,-0.5238,0.5748
1776442299.093,0.7251,-0.5988,0.5619
1776442299.155,0.7010,-0.6722,0.5361
1776442299.256,0.6779,-0.7401,0.5204
1776442299.327,0.6555,-0.7957,0.5154
1776442299.500,0.6336,-0.8440,0.5212
1776442299.612,0.6032,-0.8834,0.5293
1776442299.675,0.5410,-0.9086,0.5208
1776442299.845,0.4820,-0.9299,0.5246
1776442299.907,0.4649,-0.9622,0.5313
1776442299.970,0.4779,-0.9924,0.5532
1776442300.028,0.4911,-1.0171,0.5752
1776442300.145,0.4998,-1.0650,0.5617
1776442300.223,0.4837,-1.1006,0.5579
1776442300.350,0.4745,-1.1153,0.5643
1776442300.426,0.4519,-1.1219,0.5681
1776442300.524,0.4255,-1.1194,0.5614
1776442300.670,0.4148,-1.0981,0.5572
1776442300.736,0.3956,-1.0525,0.5635
1776442300.863,0.3892,-0.9924,0.5495
1776442300.927,0.3994,-0.9238,0.5366
1776442301.045,0.4017,-0.8461,0.5154
1776442301.164,0.3948,-0.7676,0.5027
1776442301.229,0.3601,-0.6935,0.4996
1776442301.348,0.2731,-0.6090,0.5379
1776442301.468,0.1724,-0.5273,0.5877
1776442301.910,0.2280,-0.3546,0.5556
1776442301.922,0.2450,-0.2159,0.5360
1776442302.224,0.1318,-0.0051,0.5242
1776442302.328,0.0821,0.1688,0.5082
1776442302.497,0.0488,0.3066,0.4942
1776442302.523,0.0122,0.4131,0.5125
1776442302.677,-0.0441,0.4873,0.5415
1776442302.726,-0.1300,0.5551,0.5413
1776442302.848,-0.2293,0.6236,0.5278
1776442302.924,-0.2874,0.6924,0.5241
