Time,Port,ListenerID,NetworkID,Line,Error
1781382169.2421212,COM5,1,1,"dwm> POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.247791,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.2533166,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.2554748,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.260816,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.2660775,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.2729516,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.2772317,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.2824657,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.2878494,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.3237023,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.424359,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.525609,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.6252174,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.7249584,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.8239682,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382169.9250607,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382170.0237253,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382170.125061,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382170.2252855,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382170.3247495,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382170.4240048,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382170.5247498,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382170.6248384,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382170.7247162,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382170.8237102,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382170.9236987,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382171.024715,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382171.1241045,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382171.2240164,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382171.3251376,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382171.4244964,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382171.524381,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382171.625095,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382171.723964,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382171.824067,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382171.924407,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382172.024572,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382172.1242268,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382172.2242053,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382172.3242388,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382172.42482,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382172.5243,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382172.624427,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382172.7240436,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
1781382172.824356,COM5,1,1,"POS,0,4D18,nan,nan,nan,0,x08",Could not parse tag position line.
