Time,Filt_X,Filt_Y,Filt_Z
1775060740.730,-2.1600,0.5000,1.9800,1775060740.746,-2.1500,0.5050,1.9730,1775060740.763,-2.1370,0.5135,1.9657,1775060740.784,-2.1243,0.5252,1.9621,1775060740.812,-2.1119,0.5376,1.9559,1775060740.870,-2.1017,0.5519,1.9533,1775060740.966,-2.0935,0.5677,1.9550,1775060740.997,-2.0772,0.5889,1.9525,1775060741.012,-2.0654,0.6110,1.9562,1775060741.175,-2.0549,0.6349,1.9546,1775060741.197,-2.0454,0.6604,1.9532,1775060741.245,-2.0379,0.6884,1.9528,1775060741.360,-2.0231,0.7205,1.9476,1775060741.445,-2.0168,0.7505,1.9458,1775060741.548,-2.0171,0.7804,1.9432,1775060741.729,-2.0214,0.8124,1.9449,1775060741.750,-2.0342,0.8442,1.9494,1775060741.917,-2.0538,0.8767,1.9555,1775060741.984,-2.0804,0.9081,1.9579,1775060742.112,-2.1134,0.9383,1.9581,1775060742.146,-2.1511,0.9684,1.9613,1775060742.295,-2.1850,0.9966,1.9652,1775060742.348,-2.2185,1.0229,1.9697,1775060742.481,-2.2476,1.0466,1.9827,1775060742.545,-2.2709,1.0690,1.9914,1775060742.675,-2.2858,1.0871,1.9963,1775060742.749,-2.2912,1.1034,1.9997,1775060742.863,-2.2911,1.1170,2.0047,1775060742.940,-2.2830,1.1293,2.0112,1775060743.055,-2.2727,1.1394,2.0121,1775060743.162,-2.2564,1.1485,2.0129,1775060743.245,-2.2348,1.1546,2.0186,1775060743.419,-2.2103,1.1622,2.0177,1775060743.447,-2.1803,1.1699,2.0170,1775060743.609,-2.1492,1.1759,2.0253,1775060743.643,-2.1193,1.1813,2.0297,1775060743.801,-2.0854,1.1872,2.0318,1775060743.849,-2.0498,1.1935,2.0256,1775060743.990,-2.0139,1.1991,2.0180,1775060744.049,-1.9795,1.2042,2.0142,1775060744.181,-1.9445,1.2108,2.0138,1775060744.244,-1.9081,1.2197,2.0104,1775060744.369,-1.8793,1.2278,2.0024,1775060744.444,-1.8533,1.2340,1.9961,1775060744.559,-1.8280,1.2406,1.9975,1775060744.643,-1.8042,1.2465,1.9958,1775060744.746,-1.7798,1.2519,1.9982,1775060744.928,-1.7548,1.2567,2.0064,1775060744.949,-1.7223,1.2650,2.0087,1775060745.125,-1.6831,1.2745,2.0079,1775060745.146,-1.6378,1.2851,2.0021,1775060745.315,-1.5940,1.2936,2.0029,1775060745.350,-1.5506,1.2992,1.9996,1775060745.508,-1.5025,1.3063,1.9936,1775060745.538,-1.4523,1.3137,1.9973,1775060745.980,-1.4011,1.3183,2.0025,1775060746.156,-1.3460,1.3255,2.0013,1775060746.311,-1.2884,1.3309,1.9952,1775060746.793,-1.2285,1.3338,1.9856,1775060746.821,-1.1697,1.3334,1.9781,1775060746.969,-1.1127,1.3311,1.9723,1775060747.000,-1.0584,1.3270,1.9640,1775060747.028,-1.0026,1.3203,1.9706,1775060747.155,-0.9443,1.3143,1.9776,1775060747.185,-0.8819,1.3078,1.9768,1775060747.214,-0.8207,1.2980,1.9791,1775060747.347,-0.7596,1.2842,1.9852,1775060747.374,-0.6977,1.2668,1.9917,1775060747.401,-0.6349,1.2451,1.9975,1775060747.511,-0.5724,1.2186,2.0008,1775060747.534,-0.5102,1.1868,2.0057,1775060747.552,-0.4492,1.1491,2.0061,1775060747.583,-0.3892,1.1072,2.0115,1775060747.701,-0.3353,1.0605,2.0164,1775060747.731,-0.2868,1.0094,2.0197,1775060747.756,-0.2461,0.9555,2.0248,1775060747.780,-0.2085,0.8979,2.0303,1775060747.899,-0.1736,0.8361,2.0363,1775060747.947,-0.1413,0.7705,2.0466,1775060748.092,-0.1152,0.7035,2.0500,1775060748.145,-0.0946,0.6361,2.0550,1775060748.316,-0.0812,0.5685,2.0605,1775060748.345,-0.0731,0.4997,2.0654,1775060748.499,-0.0688,0.4307,2.0759,1775060748.549,-0.0689,0.3626,2.0903,1775060748.677,-0.0740,0.2964,2.1023,1775060748.748,-0.0836,0.2317,2.1070,1775060748.864,-0.0982,0.1696,2.1093,1775060748.944,-0.1184,0.1096,2.1184,1775060749.051,-0.1396,0.0516,2.1156,1775060749.230,-0.1666,-0.0045,2.1050,1775060749.257,-0.2029,-0.0581,2.0965,1775060749.411,-0.2427,-0.1063,2.0849,1775060749.447,-0.2974,-0.1546,2.0704,1775060749.621,-0.3526,-0.1992,2.0533,1775060749.647,-0.4224,-0.2463,2.0360,1775060749.800,-0.4921,-0.2896,2.0244,1775060749.848,-0.5669,-0.3307,2.0120,1775060749.988,-0.6412,-0.3676,2.0068,1775060750.051,-0.7081,-0.3978,2.0091,1775060750.183,-0.7713,-0.4211,2.0172,1775060750.244,-0.8302,-0.4380,2.0245,1775060750.362,-0.8872,-0.4482,2.0350,1775060750.447,-0.9524,-0.4583,2.0465,1775060750.543,-1.0112,-0.4605,2.0519,1775060750.726,-1.0681,-0.4555,2.0537,1775060750.752,-1.1203,-0.4449,2.0523,1775060750.916,-1.1722,-0.4294,2.0501,1775060750.947,-1.2410,-0.4155,2.0391,1775060751.102,-1.3139,-0.3989,2.0302,1775060751.147,-1.3955,-0.3820,2.0191,1775060751.294,-1.4820,-0.3618,2.0152,1775060751.348,-1.5518,-0.3316,2.0117,1775060751.482,-1.6256,-0.3005,2.0025,1775060751.549,-1.7050,-0.2674,1.9933,1775060751.660,-1.7715,-0.2277,1.9880,1775060751.742,-1.8404,-0.1849,1.9842,1775060751.846,-1.9163,-0.1384,1.9867,1775060752.023,-1.9957,-0.0886,2.0151,1775060752.047,-2.0701,-0.0357,2.0296,1775060752.203,-2.1431,0.0198,2.0476,1775060752.246,-2.1978,0.0819,2.0538,1775060752.398,-2.2550,0.1447,2.0635,1775060752.446,-2.2965,0.2122,2.0651,1775060752.589,-2.3479,0.2810,2.0616,1775060752.648,-2.3801,0.3539,2.0534,1775060752.773,-2.4221,0.4255,2.0431,1775060752.848,-2.4689,0.4969,2.0418,1775060752.959,-2.4980,0.5703,2.0376,1775060753.044,-2.5372,0.6432,2.0348,1775060753.148,-2.5775,0.7229,2.0394,1775060753.325,-2.6217,0.8016,2.0434,1775060753.346,-2.6685,0.8775,2.0511,1775060753.515,-2.7167,0.9517,2.0540,1775060753.543,-2.7490,1.0265,2.0526,1775060753.700,-2.7641,1.1049,2.0333,1775060753.747,-2.7847,1.1824,2.0210,1775060753.895,-2.8082,1.2572,2.0169,1775060753.940,-2.8304,1.3334,2.0112,1775060754.086,-2.8664,1.4071,2.0231,1775060754.146,-2.9037,1.4774,2.0328,1775060754.278,-2.9284,1.5516,2.0225,1775060754.349,-2.9465,1.6225,2.0042,1775060754.463,-2.9529,1.6912,1.9688,1775060754.543,-2.9556,1.7561,1.9269,1775060754.654,NaN,NaN,NaN,1775060754.821,NaN,NaN,NaN,1775060754.846,NaN,NaN,NaN,1775060755.028,NaN,NaN,NaN,
