pc_timestamp,time_ms,packet_type,uwb_new,uwb_valid,uwb_x,uwb_y,uwb_z,uwb_quality,a0_id,a0_distance,a1_id,a1_distance,a2_id,a2_distance,a3_id,a3_distance,a4_id,a4_distance,a5_id,a5_distance,a6_id,a6_distance,a7_id,a7_distance,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,battery_v
1781377388.8026087,715541,FAST,0,1,-0.1800,-0.4990,0.3710,63,0x5CA9,0.8360,0x4A10,2.1400,0xD41F,2.2150,0xC307,2.5900,,nan,,nan,,nan,,nan,-0.95947,0.16675,0.02539,-0.36621,-0.12207,-0.61035,3.882
1781377388.8027873,715561,FAST,0,1,-0.1800,-0.4990,0.3710,63,0x5CA9,0.8360,0x4A10,2.1400,0xD41F,2.2150,0xC307,2.5900,,nan,,nan,,nan,,nan,-0.95923,0.16895,0.02637,-0.24414,-0.18311,-0.36621,3.882
1781377388.812216,715581,FAST,0,1,-0.1800,-0.4990,0.3710,63,0x5CA9,0.8360,0x4A10,2.1400,0xD41F,2.2150,0xC307,2.5900,,nan,,nan,,nan,,nan,-0.95874,0.16724,0.02759,-0.18311,-0.12207,-0.42725,3.882
1781377388.8354628,715602,UWB,1,1,-0.1890,-0.5020,0.3270,47,0x5CA9,0.8820,0x4A10,2.2010,0xD41F,2.2900,0xC307,2.5810,,nan,,nan,,nan,,nan,-0.95874,0.16724,0.02759,-0.18311,-0.12207,-0.42725,3.882
1781377388.8412302,715606,FAST,0,1,-0.1890,-0.5020,0.3270,47,0x5CA9,0.8820,0x4A10,2.2010,0xD41F,2.2900,0xC307,2.5810,,nan,,nan,,nan,,nan,-0.95923,0.16870,0.02515,-0.30518,-0.12207,-0.42725,3.882
1781377388.857271,715621,FAST,0,1,-0.1890,-0.5020,0.3270,47,0x5CA9,0.8820,0x4A10,2.2010,0xD41F,2.2900,0xC307,2.5810,,nan,,nan,,nan,,nan,-0.95850,0.16870,0.02490,-0.18311,-0.12207,-0.48828,3.882
1781377388.8758104,715641,FAST,0,1,-0.1890,-0.5020,0.3270,47,0x5CA9,0.8820,0x4A10,2.2010,0xD41F,2.2900,0xC307,2.5810,,nan,,nan,,nan,,nan,-0.95923,0.16968,0.02588,-0.12207,-0.30518,-0.48828,3.882
1781377388.9119983,715661,FAST,0,1,-0.1890,-0.5020,0.3270,47,0x5CA9,0.8820,0x4A10,2.2010,0xD41F,2.2900,0xC307,2.5810,,nan,,nan,,nan,,nan,-0.95728,0.16870,0.02588,-0.18311,-0.24414,-0.42725,3.882
1781377388.9121635,715681,FAST,0,1,-0.1890,-0.5020,0.3270,47,0x5CA9,0.8820,0x4A10,2.2010,0xD41F,2.2900,0xC307,2.5810,,nan,,nan,,nan,,nan,-0.95874,0.16919,0.02612,-0.18311,-0.18311,-0.30518,3.882
1781377388.933871,715702,UWB,1,1,-0.2040,-0.5070,0.3340,57,0x5CA9,0.8450,0x4A10,2.1870,0xD41F,2.2570,0xC307,2.5620,,nan,,nan,,nan,,nan,-0.95874,0.16919,0.02612,-0.18311,-0.18311,-0.30518,3.882
1781377388.9375336,715705,FAST,0,1,-0.2040,-0.5070,0.3340,57,0x5CA9,0.8450,0x4A10,2.1870,0xD41F,2.2570,0xC307,2.5620,,nan,,nan,,nan,,nan,-0.95923,0.16968,0.02441,-0.24414,-0.24414,-0.36621,3.882
1781377388.9527018,715721,FAST,0,1,-0.2040,-0.5070,0.3340,57,0x5CA9,0.8450,0x4A10,2.1870,0xD41F,2.2570,0xC307,2.5620,,nan,,nan,,nan,,nan,-0.95923,0.16895,0.02637,-0.36621,-0.18311,-0.42725,3.882
1781377388.973514,715741,FAST,0,1,-0.2040,-0.5070,0.3340,57,0x5CA9,0.8450,0x4A10,2.1870,0xD41F,2.2570,0xC307,2.5620,,nan,,nan,,nan,,nan,-0.95850,0.16895,0.02588,-0.18311,-0.18311,-0.30518,3.882
1781377389.0239499,715761,FAST,0,1,-0.2040,-0.5070,0.3340,57,0x5CA9,0.8450,0x4A10,2.1870,0xD41F,2.2570,0xC307,2.5620,,nan,,nan,,nan,,nan,-0.95898,0.16772,0.02515,-0.12207,-0.12207,-0.42725,3.882
1781377389.0241249,715781,FAST,0,1,-0.2040,-0.5070,0.3340,57,0x5CA9,0.8450,0x4A10,2.1870,0xD41F,2.2570,0xC307,2.5620,,nan,,nan,,nan,,nan,-0.95947,0.16772,0.02612,-0.18311,-0.18311,-0.48828,3.882
1781377389.0361233,715802,UWB,1,1,-0.1660,-0.4890,0.4370,64,0x5CA9,0.8400,0x4A10,2.2100,0xD41F,2.2520,0xC307,2.6320,,nan,,nan,,nan,,nan,-0.95947,0.16772,0.02612,-0.18311,-0.18311,-0.48828,3.882
1781377389.037187,715806,FAST,0,1,-0.1660,-0.4890,0.4370,64,0x5CA9,0.8400,0x4A10,2.2100,0xD41F,2.2520,0xC307,2.6320,,nan,,nan,,nan,,nan,-0.96045,0.16797,0.02295,-0.18311,-0.24414,-0.42725,3.882
1781377389.0522532,715821,FAST,0,1,-0.1660,-0.4890,0.4370,64,0x5CA9,0.8400,0x4A10,2.2100,0xD41F,2.2520,0xC307,2.6320,,nan,,nan,,nan,,nan,-0.95898,0.16846,0.02588,0.00000,-0.06104,-0.54932,3.882
1781377389.0721252,715841,FAST,0,1,-0.1660,-0.4890,0.4370,64,0x5CA9,0.8400,0x4A10,2.2100,0xD41F,2.2520,0xC307,2.6320,,nan,,nan,,nan,,nan,-0.95923,0.16772,0.02686,-0.24414,-0.12207,-0.42725,3.882
1781377389.0920098,715861,FAST,0,1,-0.1660,-0.4890,0.4370,64,0x5CA9,0.8400,0x4A10,2.2100,0xD41F,2.2520,0xC307,2.6320,,nan,,nan,,nan,,nan,-0.95850,0.16895,0.02515,-0.24414,-0.12207,-0.48828,3.882
1781377389.15209,715881,FAST,0,1,-0.1660,-0.4890,0.4370,64,0x5CA9,0.8400,0x4A10,2.2100,0xD41F,2.2520,0xC307,2.6320,,nan,,nan,,nan,,nan,-0.95947,0.16992,0.02612,-0.18311,-0.24414,-0.36621,3.882
1781377389.1522675,715902,UWB,1,1,-0.1780,-0.4800,0.4250,63,0x5CA9,0.8540,0x4A10,2.1910,0xD41F,2.2290,0xC307,2.5570,,nan,,nan,,nan,,nan,-0.95947,0.16992,0.02612,-0.18311,-0.24414,-0.36621,3.882
1781377389.1525764,715906,FAST,0,1,-0.1780,-0.4800,0.4250,63,0x5CA9,0.8540,0x4A10,2.1910,0xD41F,2.2290,0xC307,2.5570,,nan,,nan,,nan,,nan,-0.96118,0.17090,0.02539,-0.24414,-0.18311,-0.48828,3.882
1781377389.1526818,715921,FAST,0,1,-0.1780,-0.4800,0.4250,63,0x5CA9,0.8540,0x4A10,2.1910,0xD41F,2.2290,0xC307,2.5570,,nan,,nan,,nan,,nan,-0.96069,0.16797,0.02637,-0.06104,-0.18311,-0.48828,3.882
1781377389.1774354,715941,FAST,0,1,-0.1780,-0.4800,0.4250,63,0x5CA9,0.8540,0x4A10,2.1910,0xD41F,2.2290,0xC307,2.5570,,nan,,nan,,nan,,nan,-0.95923,0.16821,0.02661,-0.24414,-0.24414,-0.48828,3.882
1781377389.1926327,715961,FAST,0,1,-0.1780,-0.4800,0.4250,63,0x5CA9,0.8540,0x4A10,2.1910,0xD41F,2.2290,0xC307,2.5570,,nan,,nan,,nan,,nan,-0.95898,0.16821,0.02417,-0.24414,-0.06104,-0.42725,3.882
1781377389.2166295,715981,FAST,0,1,-0.1780,-0.4800,0.4250,63,0x5CA9,0.8540,0x4A10,2.1910,0xD41F,2.2290,0xC307,2.5570,,nan,,nan,,nan,,nan,-0.96045,0.16772,0.02612,-0.24414,-0.30518,-0.48828,3.882
